gene logFC FDR add_variable
vnz_20535 2.57642741916716 9.76650840212054e-06 MMC
vnz_10965 2.57085686762523 9.45583982907652e-10 MMC
vnz_21405 2.56624444057516 4.45032611915201e-12 MMC
vnz_10695 2.56289872568237 1.77418119206067e-08 MMC
vnz_09405 2.54760526854552 0.00215850284530617 MMC
vnz_00560 2.54314902611231 1.55791499216365e-05 MMC
vnz_32010 2.53894561698036 2.31857469214933e-06 MMC
vnz_13255 2.53747326275607 3.14139895149421e-10 MMC
vnz_15955 2.53322515938455 1.12111032650432e-07 MMC
vnz_28605 2.53293583215847 0.00381572384081056 MMC
vnz_11895 2.53138625934552 4.23735496767614e-09 MMC
pvnz_37195 2.53072081476153 3.09381811468623e-09 MMC
vnz_22200 2.53046012912346 4.76292310484576e-06 MMC
vnz_05950 2.5288808510951 6.21722797591947e-07 MMC
vnz_21710 2.52796306979148 2.92665411730106e-06 MMC
vnz_30595 2.52718925466586 0.00227263033473554 MMC
vnz_15255 2.52091717855464 2.07156715710471e-06 MMC
vnz_21915 2.51957570422413 7.40443255138284e-06 MMC
vnz_18795 2.51939571229766 4.61056288767685e-07 MMC
vnz_18970 2.51663984101099 1.43495084572479e-06 MMC
vnz_14115 2.51641890827576 5.46705993323789e-07 MMC
vnz_12770 2.51037760242797 1.41784281522495e-10 MMC
vnz_27330 2.50879872694653 8.14244404339989e-06 MMC
vnz_22460 2.50858457219307 3.37991878507368e-07 MMC
vnz_26235 2.50759204272533 1.06378351267166e-07 MMC
vnz_12040 2.50500245561903 1.55303351469851e-06 MMC
vnz_21620 2.50326437262398 7.92221505155089e-08 MMC
vnz_16885 2.49921826858793 1.92285893834356e-07 MMC
vnz_18595 2.49907899123664 4.59352250729444e-08 MMC
vnz_21460 2.49801442658867 5.65050736732113e-05 MMC
vnz_21650 2.49715671697745 1.84023883747434e-05 MMC
vnz_04735 2.4963681816079 0.00107853330815428 MMC
vnz_33990 2.49555753649793 2.07735472381972e-06 MMC
vnz_13265 2.49525012208024 4.01487598421857e-08 MMC
vnz_02395 2.48359869051532 1.61670470672868e-06 MMC
vnz_20625 2.48162792206402 1.24858327371854e-08 MMC
vnz_13120 2.47827099080095 1.28222965725905e-06 MMC
vnz_19310 2.47615076397389 4.20643003812975e-06 MMC
vnz_28745 2.47373443164796 7.15587353620183e-05 MMC
vnz_16705 2.47271990943963 4.27946737578061e-06 MMC
vnz_33975 2.47176999432388 2.96734604667912e-07 MMC
vnz_34090 2.46975403679263 7.05749767303777e-06 MMC
vnz_18335 2.4672150965108 8.28455636143755e-09 MMC
vnz_32500 2.45901084041259 3.70679561575297e-06 MMC
vnz_21730 2.4580790177768 6.55286215830171e-06 MMC
vnz_25110 2.45790078371669 0.00492785283027268 MMC
vnz_28890 2.45749223870252 6.58008006681795e-08 MMC
vnz_21735 2.45606106213726 2.12765455975192e-06 MMC
vnz_33980 2.45419965162518 4.36626859567819e-05 MMC
vnz_21720 2.44862682175756 4.30912447261697e-06 MMC
vnz_20495 2.4422981251974 1.83310905885498e-06 MMC
vnz_14075 2.43895499049404 2.55059740883378e-09 MMC
vnz_24350 2.43869177172551 1.09248503759631e-08 MMC
vnz_17820 2.43721867923529 3.52764977578476e-07 MMC
vnz_29405 2.43656577431836 2.58231597018907e-07 MMC
vnz_00565 2.43105690017932 2.86698749746111e-06 MMC
vnz_26270 2.42899665453344 1.13649002253423e-07 MMC
vnz_26230 2.42876282103259 3.31746436229635e-08 MMC
vnz_20440 2.42743467397903 6.37064031486601e-05 MMC
vnz_21185 2.42639555679094 6.08374176833337e-08 MMC
vnz_21500 2.42408414589017 5.30202584794041e-05 MMC
vnz_18725 2.42362661927302 7.20618848021702e-07 MMC
vnz_02810 2.42204256674512 4.99099960843038e-06 MMC
vnz_19930 2.41721940470917 2.11282852358684e-07 MMC
vnz_13245 2.41687278787537 2.1333836241551e-10 MMC
vnz_26275 2.41527166523506 5.19106546865918e-05 MMC
vnz_34000 2.41296121077292 3.0451316277006e-05 MMC
vnz_24610 2.41189689649541 1.70135235238682e-06 MMC
vnz_23525 2.41114481470916 2.36351810185915e-08 MMC
vnz_20005 2.4100651889508 1.20353969406197e-07 MMC
vnz_14715 2.40846547572058 6.76812707602593e-08 MMC
vnz_21715 2.40258690966901 7.15209411908741e-06 MMC
vnz_20990 2.40238788647691 2.36401702698058e-07 MMC
vnz_17495 2.3974663623955 6.73584840252322e-05 MMC
vnz_11645 2.39506480209222 7.23460169562104e-09 MMC
vnz_30600 2.39138724595206 0.00265127632586345 MMC
vnz_26080 2.38479842187275 4.02606570687779e-06 MMC
pvnz_37145 2.38163791498556 1.05740358502733e-06 MMC
vnz_22195 2.38023851920459 7.68591757081618e-05 MMC
vnz_28750 2.37850354574094 4.14335345008556e-07 MMC
vnz_21670 2.37845199004183 6.02296406050351e-05 MMC
vnz_21640 2.37826255768927 3.61024871669891e-05 MMC
vnz_27730 2.37735103342727 0.00169420618104453 MMC
vnz_29245 2.37696270286497 2.48039069951288e-06 MMC
vnz_14435 2.37490878457395 8.29770520284195e-05 MMC
vnz_17525 2.37423549174539 1.24858327371854e-08 MMC
vnz_23875 2.37396296419843 3.20597017354418e-07 MMC
vnz_18135 2.37342010449868 1.67896312549986e-09 MMC
vnz_14500 2.37325357828825 2.9284887313002e-07 MMC
vnz_18695 2.37294467874336 1.03798803779404e-06 MMC
vnz_19180 2.36797786522619 1.18823750835415e-06 MMC
vnz_09995 2.36528404187934 0.000121505994001397 MMC
vnz_00210 2.36237601896677 6.53650004528023e-07 MMC
vnz_12520 2.36089084079133 2.33754909427398e-06 MMC
vnz_12940 2.35945864013692 2.76082905812362e-06 MMC
vnz_18120 2.35570155934485 2.59725399472711e-07 MMC
vnz_15520 2.35501818355585 4.40046671906075e-07 MMC
vnz_20835 2.35214995555215 4.02836605107637e-09 MMC
vnz_27610 2.34953482666997 0.00234978067486025 MMC
vnz_15185 2.34919784791649 8.90478865417112e-09 MMC
vnz_20985 2.34864075496077 5.13588716324848e-07 MMC
vnz_00455 2.34769625856523 6.7190973388185e-07 MMC
vnz_21965 2.3458700441535 2.80217015442328e-05 MMC
vnz_00725 2.34455131394042 3.90807564626152e-09 MMC
vnz_19340 2.33734706440584 0.000118278850176526 MMC
pvnz_36905 2.3357426629267 3.18481207375346e-05 MMC
vnz_16165 2.33115961338916 1.74251663759359e-08 MMC
vnz_21635 2.32923386488907 5.64792608966972e-06 MMC
vnz_01425 2.32870036799894 0.000216008170682485 MMC
vnz_15515 2.32518613984032 5.77490688019218e-07 MMC
vnz_26165 2.32287502249712 1.11155686461658e-06 MMC
vnz_08665 2.31652117528649 0.000110035844918569 MMC
vnz_00200 2.31440780741637 4.44089614235033e-05 MMC
vnz_17825 2.31332081624097 2.72258103118182e-06 MMC
vnz_20640 2.3130565541413 0.000882525550097309 MMC
vnz_21605 2.31183764972261 2.76764262147552e-06 MMC
vnz_00435 2.30974501650224 0.00289410848901601 MMC
vnz_18730 2.30918934008835 6.31525230028533e-05 MMC
vnz_05695 2.30800849777503 1.57060248121611e-05 MMC
vnz_19640 2.30684464935483 0.00194919105007969 MMC
vnz_18870 2.30446613174144 3.4448775845245e-06 MMC
vnz_13780 2.30401396324477 1.24476781372436e-05 MMC
vnz_33995 2.30317863354606 8.77426807716931e-05 MMC
vnz_21645 2.30236634995949 4.56151798652198e-05 MMC
vnz_21655 2.30123976675746 0.000155667297647674 MMC
vnz_13955 2.30053074788458 2.03091566324846e-05 MMC
vnz_11660 2.29572468074566 5.29142496793996e-06 MMC
vnz_19865 2.2911619805727 0.00348604255770384 MMC
vnz_07555 2.29014616422152 7.29111819130138e-06 MMC
vnz_25685 2.28719655445849 7.12912831057727e-08 MMC
vnz_33295 2.28439231487738 0.00142164504108481 MMC
vnz_26880 2.28262963853782 0.000622745166099131 MMC
vnz_11530 2.28128248628758 0.000224073389114969 MMC
vnz_27015 2.27887790395909 6.43926778505385e-07 MMC
vnz_13260 2.27612426379685 3.63995486590667e-09 MMC
vnz_16480 2.2706864597431 5.46124824806715e-09 MMC
vnz_10885 2.269935542548 1.388190399229e-05 MMC
vnz_15980 2.2698653378077 8.53322133277338e-08 MMC
vnz_08245 2.2639267791561 0.000341795946671005 MMC
vnz_14050 2.26064434718304 4.59530759194764e-06 MMC
vnz_36440 2.26039918242466 1.59313765461392e-05 MMC
vnz_28775 2.25887046281001 0.00616760924184745 MMC
vnz_20785 2.25770416098564 1.15035333298234e-07 MMC
vnz_29230 2.2570523192911 3.33243035995929e-05 MMC
vnz_26590 2.25677469995 2.0549199083758e-06 MMC
vnz_18740 2.25661196001073 3.19682527413165e-06 MMC
vnz_21665 2.25441417296496 2.72177131571121e-05 MMC
vnz_17170 2.2542151569431 0.00385930053778313 MMC
vnz_20300 2.25176317112393 9.88318743400922e-08 MMC
vnz_14460 2.25108841502463 1.56059125363512e-09 MMC
vnz_16760 2.24970247159678 4.45628339174671e-07 MMC
vnz_23845 2.24865125456549 2.0360294004611e-05 MMC
vnz_01080 2.24434559765524 0.000399261856145482 MMC
vnz_15550 2.24290505187936 0.000226904157830107 MMC
vnz_13850 2.24235926897314 3.69413401245519e-06 MMC
vnz_23405 2.24188339997433 1.23128784992846e-07 MMC
vnz_13480 2.24152030495216 0.000184496836070011 MMC
vnz_03415 2.23802063821927 2.72470878503689e-05 MMC
vnz_18105 2.23666590930963 2.27016381873331e-07 MMC
vnz_18895 2.23656289114042 8.54651790610788e-07 MMC
vnz_17520 2.23637709529122 7.80327285854979e-07 MMC
vnz_00205 2.23586030212767 7.29119980770187e-07 MMC
vnz_14105 2.23371073730517 7.67691503555481e-09 MMC
vnz_15965 2.23327262664384 2.31628108479123e-09 MMC
vnz_16890 2.22969999042989 1.23479654433634e-08 MMC
vnz_12490 2.2240570754562 1.69828977128357e-05 MMC
vnz_21895 2.21965266410479 3.34395004085492e-08 MMC
vnz_19800 2.21920733368735 1.30496047576268e-07 MMC
vnz_12275 2.21797563649613 8.04735865317156e-05 MMC
vnz_14720 2.2171856605747 4.01859419873174e-06 MMC
vnz_28780 2.21438127953676 0.00807132196968989 MMC
vnz_19390 2.2132020615357 2.65187605655962e-10 MMC
vnz_18715 2.21222631155503 1.63548652970913e-05 MMC
vnz_22525 2.2112922401143 3.62560619828802e-07 MMC
vnz_05030 2.20881560507493 8.97261068704512e-05 MMC
vnz_23530 2.20794541718153 1.40492446807836e-08 MMC
vnz_11640 2.20661272441109 7.61657110927501e-06 MMC
vnz_18555 2.20653047664143 0.000680880038996744 MMC
vnz_21600 2.20489909840295 2.46833012959339e-06 MMC
vnz_20830 2.20443642313618 1.22044995862742e-06 MMC
vnz_21725 2.20066572135632 9.59490115844894e-06 MMC
vnz_00570 2.19874934267368 1.02302436989095e-05 MMC
vnz_13050 2.19843762018501 5.69950688434682e-08 MMC
vnz_25265 2.19693284062955 1.23080157023125e-06 MMC
vnz_20135 2.19662472574618 0.00170360315089197 MMC
vnz_13325 2.19613754196396 8.47606536363949e-10 MMC
vnz_19795 2.19609139312451 1.08393808543082e-07 MMC
vnz_07480 2.19548878725696 5.60451798882997e-05 MMC
vnz_22370 2.19525768784018 4.11462573703467e-07 MMC
vnz_19170 2.19466586802226 2.84742010095421e-07 MMC
vnz_15960 2.19442463464913 2.47334180997159e-08 MMC
vnz_07520 2.1934764676259 4.89317293184702e-06 MMC
vnz_22595 2.19012014474458 4.40881962386232e-05 MMC
vnz_18625 2.18998155033202 1.92285893834356e-07 MMC
vnz_03875 2.18935533144555 7.10867101466538e-06 MMC
vnz_28910 2.18824187407328 8.33745964525324e-06 MMC
vnz_20615 2.18657129036838 3.76131593065862e-07 MMC
vnz_23775 2.18303400832042 0.00040004644044008 MMC
vnz_11735 2.18157818672337 8.74047498850537e-06 MMC
vnz_15600 2.18063812791868 2.11028831598056e-08 MMC
vnz_14045 2.18050359511187 5.94491314157994e-08 MMC
vnz_14100 2.17919251715812 4.94013105825986e-07 MMC
vnz_16590 2.17750009883743 1.40492446807836e-08 MMC
vnz_17320 2.17735514223168 1.42566117410137e-06 MMC
vnz_09345 2.17587584131851 4.62391879478103e-09 MMC
vnz_23540 2.17240507669408 1.47925205971781e-07 MMC
