gene logFC FDR add_variable
SCO7257 -0.160882966 0.139756641 delgbn24h
SCO7258 0.086177624 0.565938585 delgbn24h
SCO7259 0.030755543 0.899167975 delgbn24h
SCO7260 0.0919364 0.646214366 delgbn24h
SCO7261 -0.057493688 0.790959146 delgbn24h
SCO7262 0.013141477 1 delgbn24h
SCO7263 0.227875911 0.22999057 delgbn24h
SCO7264 0.292216576 0.117398362 delgbn24h
SCO7265 0.150211237 0.205959227 delgbn24h
SCO7266 0.340697967 0.022410751 delgbn24h
SCO7267 0.054168793 0.799305178 delgbn24h
SCO7268 0.119497831 0.49707118 delgbn24h
SCO7269 0.148200462 0.242825684 delgbn24h
SCO7270 0.04224035 0.857020339 delgbn24h
SCO7271 -0.139236849 0.39732435 delgbn24h
SCO7272 -0.096401385 0.5947626 delgbn24h
SCO7273 0.018555162 0.94634403 delgbn24h
SCO7274 0.13357837 0.436119592 delgbn24h
SCO7275 -0.158047687 0.14184596 delgbn24h
SCO7276 0.036493941 0.862091158 delgbn24h
SCO7277 -0.351732046 0.045941184 delgbn24h
SCO7278 -0.176060027 0.180417755 delgbn24h
SCO7279 0.0048374 0.990166035 delgbn24h
SCO7280 0.006366051 0.985591075 delgbn24h
SCO7281 0.007137545 0.984104616 delgbn24h
SCO7282 -0.146789805 0.373381188 delgbn24h
SCO7283 0.031744127 0.875042779 delgbn24h
SCO7284 -0.053530466 1 delgbn24h
SCO7285 0.01660984 0.957622625 delgbn24h
SCO7286 -0.007094227 0.975570433 delgbn24h
SCO7287 -0.065991276 0.755315618 delgbn24h
SCO7288 0.074837323 0.717344012 delgbn24h
SCO7289 0.662158143 0.003279925 delgbn24h
SCO7290 0.267637769 0.114102888 delgbn24h
SCO7291 0.373864097 0.004242046 delgbn24h
SCO7292 -0.163944157 0.306159731 delgbn24h
SCO7293 -0.123246263 0.414153337 delgbn24h
SCO7294 0.053295185 0.810806599 delgbn24h
SCO7295 0.19064895 0.187325972 delgbn24h
SCO7296 0.104628931 0.5947626 delgbn24h
SCO7297 0.104622193 0.546228856 delgbn24h
SCO7298 0.163319946 0.306136217 delgbn24h
SCO7299 0.083789831 0.669364387 delgbn24h
SCO7300 -0.160693695 0.302181957 delgbn24h
SCO7301 -0.207827823 0.239502017 delgbn24h
SCO7302 -0.047887717 0.658356167 delgbn24h
SCO7303 0.008914063 0.979550948 delgbn24h
SCO7304 -0.025466149 0.923016503 delgbn24h
SCO7305 0.049444681 0.823074616 delgbn24h
SCO7306 0.003645345 0.98899727 delgbn24h
SCO7307 0.026528932 0.919891963 delgbn24h
SCO7308 0.003426657 1 delgbn24h
SCO7309 -0.030736859 0.893323802 delgbn24h
SCO7310 -0.008305448 0.971829683 delgbn24h
SCO7311 -0.090901704 0.620384243 delgbn24h
SCO7312 0.05637901 0.296062122 delgbn24h
SCO7313 0.091037051 0.482387256 delgbn24h
SCO7314 -0.502219073 0.010988676 delgbn24h
SCO7315 -0.476445655 0.086808435 delgbn24h
SCO7316 -0.288206832 0.163486391 delgbn24h
SCO7317 -0.010307172 0.970878414 delgbn24h
SCO7318 0.486284217 1.67e-05 delgbn24h
SCO7319 0.027116852 0.892134966 delgbn24h
SCO7320 -0.048741261 0.798345285 delgbn24h
SCO7321 -0.105464685 0.481536198 delgbn24h
SCO7322 0.054148123 0.786506317 delgbn24h
SCO7323 -0.100909702 0.598496261 delgbn24h
SCO7324 -0.066464064 0.672234429 delgbn24h
SCO7325 -0.061164355 0.782573467 delgbn24h
SCO7326 -0.181140764 0.097396879 delgbn24h
SCO7327 -0.044697744 0.767556247 delgbn24h
SCO7328 0.142157822 0.447838621 delgbn24h
SCO7329 0.033734564 0.858329197 delgbn24h
SCO7330 0.022626461 0.835110138 delgbn24h
SCO7331 0.21550202 0.248270514 delgbn24h
SCO7332 -0.041597498 0.85623815 delgbn24h
SCO7333 -0.01685538 0.954395058 delgbn24h
SCO7334 -0.049212413 0.820639698 delgbn24h
SCO7335 0.068656312 0.762241312 delgbn24h
SCO7336 -0.037404476 0.856123591 delgbn24h
SCO7337 -0.032287884 0.896154546 delgbn24h
SCO7338 0.198208506 0.256111809 delgbn24h
SCO7339 -0.014035662 0.958042128 delgbn24h
SCO7340 0.034974726 0.878504852 delgbn24h
SCO7341 -0.04364737 0.800477058 delgbn24h
SCO7342 -0.666803717 1.95e-10 delgbn24h
SCO7343 -0.028821593 0.886860166 delgbn24h
SCO7344 -0.146203826 0.421166608 delgbn24h
SCO7345 0.02435731 0.892816781 delgbn24h
SCO7346 -0.161614383 0.32313712 delgbn24h
SCO7347 -0.033742934 0.89171653 delgbn24h
SCO7348 0.05111003 0.744802743 delgbn24h
SCO7349 -0.000527906 1 delgbn24h
SCO7350 0.049686938 0.741428444 delgbn24h
SCO7351 0.092571553 0.630500073 delgbn24h
SCO7352 -0.089594477 0.627179425 delgbn24h
SCO7353 0.068429296 0.745782569 delgbn24h
SCO7354 0.093688926 0.643576779 delgbn24h
SCO7355 0.417099312 0.012749546 delgbn24h
SCO7356 0.216086337 0.16175902 delgbn24h
SCO7357 0.280293492 0.03396163 delgbn24h
SCO7358 0.029506188 0.899665228 delgbn24h
SCO7359 0.091829831 0.591003517 delgbn24h
SCO7360 -0.002832381 0.991516106 delgbn24h
SCO7361 -0.191789001 0.22200277 delgbn24h
SCO7362 -0.004341456 0.988743599 delgbn24h
SCO7363 -0.003468895 0.99123491 delgbn24h
SCO7364 -0.185949913 0.300409347 delgbn24h
SCO7365 -0.019562567 0.804007124 delgbn24h
SCO7366 -0.026062196 0.905885021 delgbn24h
SCO7367 0.080454695 0.659242624 delgbn24h
SCO7368 0.048845693 0.828377287 delgbn24h
SCO7369 0.597308134 0.021553653 delgbn24h
SCO7370 -0.038324257 0.847960355 delgbn24h
SCO7371 0.166975303 0.363847478 delgbn24h
SCO7372 -0.166071218 0.37332704 delgbn24h
SCO7373 -0.076563288 0.598496261 delgbn24h
SCO7374 -0.265433091 0.195045735 delgbn24h
SCO7375 -0.034326394 0.853459935 delgbn24h
SCO7376 0.092764701 0.560680467 delgbn24h
SCO7377 0.011809869 0.936666025 delgbn24h
SCO7378 -0.019828059 0.876735699 delgbn24h
SCO7379 0.036875736 0.649930735 delgbn24h
SCO7380 0.115267333 0.119260924 delgbn24h
SCO7381 -0.059669864 0.444363564 delgbn24h
SCO7382 0.023163012 0.780988461 delgbn24h
SCO7383 -0.126335286 0.471804598 delgbn24h
SCO7384 0.008849611 0.968486363 delgbn24h
SCO7385 0.360450632 0.00861974 delgbn24h
SCO7386 0.598717734 0.001585201 delgbn24h
SCO7387 -0.056716139 0.582049957 delgbn24h
SCO7388 0.163522025 0.251733646 delgbn24h
SCO7389 -0.117162195 0.366709306 delgbn24h
SCO7392 -0.017225432 0.917235095 delgbn24h
SCO7393 -0.026571098 0.899504194 delgbn24h
SCO7394 0.075037518 0.417594643 delgbn24h
SCO7395 0.23471611 0.237477697 delgbn24h
SCO7396 -0.017113988 0.932706263 delgbn24h
SCO7397 0.300030499 0.153785793 delgbn24h
SCO7398 0.086770974 0.557645423 delgbn24h
SCO7399 0.443208295 0.093824423 delgbn24h
SCO7400 0.633910478 0.056836414 delgbn24h
SCO7401 0.758539498 0.029102103 delgbn24h
SCO7402 1.332487704 6.18e-27 delgbn24h
SCO7403 1.38047315 3.36e-32 delgbn24h
SCO7404 1.369833118 1.84e-63 delgbn24h
SCO7405 -0.003251357 1 delgbn24h
SCO7406 0.014031979 0.955688726 delgbn24h
SCO7407 0.003506335 0.990585228 delgbn24h
SCO7408 0.051082807 0.70686501 delgbn24h
SCO7409 -0.041237108 1 delgbn24h
SCO7410 0.0496818 0.70625029 delgbn24h
SCO7411 -0.127416666 0.468642467 delgbn24h
SCO7412 -0.02804386 0.920422404 delgbn24h
SCO7413 0.085346434 0.593568446 delgbn24h
SCO7414 0.030554589 0.749432802 delgbn24h
SCO7415 -0.014744629 0.943535475 delgbn24h
SCO7416 -0.007563561 0.968380698 delgbn24h
SCO7417 -0.040062578 0.850566361 delgbn24h
SCO7418 -0.02115207 0.926532431 delgbn24h
SCO7419 -0.020178303 0.895573263 delgbn24h
SCO7420 -0.00696365 1 delgbn24h
SCO7421 0.060505421 1 delgbn24h
SCO7422 0.580923096 0.017134877 delgbn24h
SCO7423 0.076333182 0.600733447 delgbn24h
SCO7424 0.01776734 0.919891895 delgbn24h
SCO7425 -0.001178588 0.995426053 delgbn24h
SCO7426 -0.0574687 0.750778567 delgbn24h
SCO7427 0.074688569 0.714523109 delgbn24h
SCO7428 0.894200545 2.84e-07 delgbn24h
SCO7429 0.358315307 0.107977947 delgbn24h
SCO7430 -0.194972124 0.285897004 delgbn24h
SCO7431 0.015047349 0.941501185 delgbn24h
SCO7432 -0.109355374 0.453353361 delgbn24h
SCO7433 0.087855001 0.663229753 delgbn24h
SCO7434 -0.049581833 0.816190985 delgbn24h
SCO7435 -0.152733395 0.402964213 delgbn24h
SCO7436 -0.407993351 0.071550439 delgbn24h
SCO7437 -0.051594705 0.806156478 delgbn24h
SCO7438 -0.009299006 0.974308918 delgbn24h
SCO7439 -0.055665679 0.790959146 delgbn24h
SCO7440 -0.116649898 0.517629443 delgbn24h
SCO7441 0.009549833 0.976169342 delgbn24h
SCO7442 -0.170915892 0.315714805 delgbn24h
SCO7443 0.118175692 0.278356041 delgbn24h
SCO7444 0.008779656 0.979550948 delgbn24h
SCO7445 0.461433615 0.025424205 delgbn24h
SCO7446 -0.005998678 0.983021713 delgbn24h
SCO7447 0.379340274 0.089683878 delgbn24h
SCO7448 -0.049683118 0.769509496 delgbn24h
SCO7449 0.046238357 0.826300231 delgbn24h
SCO7450 0.079482652 0.356124674 delgbn24h
SCO7451 0.002819512 0.991516106 delgbn24h
SCO7452 0.235410591 0.198800141 delgbn24h
SCO7453 0.477926498 0.022561253 delgbn24h
SCO7454 0.024464064 0.906885472 delgbn24h
SCO7455 -0.042465181 0.85623815 delgbn24h
SCO7456 -0.111275101 0.450648208 delgbn24h
SCO7457 0.037915175 0.808404945 delgbn24h
SCO7458 0.61622293 0.016531334 delgbn24h
SCO7459 -0.134685304 0.471804598 delgbn24h
SCO7460 0.469612559 0.003346473 delgbn24h
SCO7461 0.550693055 0.004151854 delgbn24h
SCO7462 0.147096102 0.416690352 delgbn24h
SCO7463 0.61769144 0.005900002 delgbn24h
SCO7464 0.153529927 0.36924436 delgbn24h
SCO7465 0.479003342 0.073115065 delgbn24h
SCO7466 0.62735558 0.013481308 delgbn24h
SCO7467 -0.124346749 0.512665114 delgbn24h
SCO7468 -0.392591867 0.042551064 delgbn24h
SCO7469 -0.139848899 0.463427706 delgbn24h
SCO7470 -0.173053468 0.341526915 delgbn24h
SCO7471 0.007538601 0.987308019 delgbn24h
SCO7472 0.076048895 0.647985334 delgbn24h
SCO7473 -0.018619362 0.936666025 delgbn24h
SCO7474 -0.020949275 0.931997736 delgbn24h
SCO7475 0.00653585 0.986597038 delgbn24h
SCO7476 0.189296486 0.312745829 delgbn24h
SCO7477 0.047635245 0.841101124 delgbn24h
SCO7478 0.013320839 0.967751449 delgbn24h
SCO7479 0.10764682 0.534604435 delgbn24h
SCO7480 -0.035700557 0.878175959 delgbn24h
SCO7481 -0.138891829 0.340098616 delgbn24h
SCO7482 -0.069052153 0.584062242 delgbn24h
SCO7483 -0.019200481 0.911000161 delgbn24h
SCO7484 -0.017332381 0.930128489 delgbn24h
SCO7485 -0.14717674 0.408757912 delgbn24h
SCO7486 0.02982201 0.907980395 delgbn24h
SCO7487 0.112066658 0.480369718 delgbn24h
SCO7488 0.059372901 0.614451526 delgbn24h
SCO7489 0.089310195 0.523370548 delgbn24h
SCO7490 0.272675568 0.174159806 delgbn24h
SCO7491 -0.00307713 0.989009238 delgbn24h
SCO7492 -0.306129926 0.127519078 delgbn24h
SCO7493 -0.058891386 0.75988721 delgbn24h
SCO7494 -0.045990187 0.689958617 delgbn24h
SCO7496 0.037328058 1 delgbn24h
SCO7497 -0.075740413 0.715299682 delgbn24h
SCO7498 0.007505262 0.980338305 delgbn24h
SCO7499 -0.001452665 1 delgbn24h
SCO7500 0.084074918 0.591976214 delgbn24h
SCO7501 0.05542321 0.803421414 delgbn24h
SCO7502 -0.036968071 0.873036454 delgbn24h
SCO7503 0.003438598 0.990166035 delgbn24h
SCO7504 -0.035972396 0.816190985 delgbn24h
SCO7505 -0.034534773 0.847739255 delgbn24h
SCO7506 0.107822102 0.581433437 delgbn24h
SCO7507 1.685309959 1.91e-20 delgbn24h
SCO7508 0.085165216 0.415618047 delgbn24h
SCO7509 0.127134343 0.50114332 delgbn24h
SCO7510 -0.177919722 0.04145747 delgbn24h
SCO7511 -0.050035221 0.815880167 delgbn24h
SCO7512 -0.062909578 0.740097048 delgbn24h
SCO7513 -0.004212664 1 delgbn24h
SCO7514 -0.018497207 0.906891202 delgbn24h
SCO7515 1.922571215 1 delgbn24h
SCO7516 -0.041441586 0.806452476 delgbn24h
SCO7517 0.028706638 0.902262464 delgbn24h
SCO7518 -0.079798344 0.699828634 delgbn24h
SCO7519 0.058226452 0.789378363 delgbn24h
SCO7520 -0.073200401 0.707799373 delgbn24h
SCO7521 -0.016028046 0.955832996 delgbn24h
SCO7522 0.034284095 0.892994303 delgbn24h
SCO7523 -0.044702184 0.847739255 delgbn24h
SCO7524 -0.059262537 0.491031363 delgbn24h
SCO7525 -0.603089241 0.043627762 delgbn24h
SCO7526 -0.035777377 0.823074616 delgbn24h
SCO7527 -0.065185264 0.716932382 delgbn24h
SCO7528 -0.032946236 0.849655872 delgbn24h
SCO7529 0.051963138 0.803539662 delgbn24h
SCO7530 0.051228043 0.81666049 delgbn24h
SCO7531 0.05272116 1 delgbn24h
SCO7532 0.038255912 1 delgbn24h
SCO7533 0.076509703 0.715485251 delgbn24h
SCO7534 0.112498415 0.564456583 delgbn24h
SCO7535 -0.055095343 0.765547433 delgbn24h
SCO7536 0.014256652 0.939033685 delgbn24h
SCO7537 0.071214105 0.662082418 delgbn24h
SCO7538 -0.123667194 0.502306549 delgbn24h
SCO7539 -0.064116555 0.756059218 delgbn24h
SCO7540 0.113833756 0.498171122 delgbn24h
SCO7541 -0.115450959 0.5502768 delgbn24h
SCO7542 -0.131877161 0.413977692 delgbn24h
SCO7543 -0.040301928 0.852166429 delgbn24h
SCO7544 -0.040188987 0.841932888 delgbn24h
SCO7545 -0.054981286 0.655289949 delgbn24h
SCO7546 -0.161135331 0.234096859 delgbn24h
SCO7547 -0.149510632 0.36924436 delgbn24h
SCO7548 0.014184494 0.964779373 delgbn24h
SCO7549 -0.201268494 0.230147302 delgbn24h
SCO7550 1.322387794 5.27e-13 delgbn24h
SCO7551 1.137583367 3.14e-11 delgbn24h
SCO7552 0.064404855 0.759867014 delgbn24h
SCO7553 0.094364383 0.63501682 delgbn24h
SCO7554 0.063402147 0.74135865 delgbn24h
SCO7555 -0.091493718 1 delgbn24h
SCO7556 0.473165482 0.090700841 delgbn24h
SCO7557 0.287340561 0.139275658 delgbn24h
SCO7558 0.204757222 0.278767956 delgbn24h
SCO7559 0.008903854 0.977071871 delgbn24h
SCO7560 -0.33071657 0.114455235 delgbn24h
SCO7561 0.038409895 0.872450019 delgbn24h
SCO7562 -0.041942467 0.85623815 delgbn24h
SCO7563 0.117642622 0.517379258 delgbn24h
SCO7564 0.044545562 1 delgbn24h
SCO7565 -0.091060317 1 delgbn24h
SCO7566 -0.003395113 1 delgbn24h
SCO7567 0.066355758 0.744733646 delgbn24h
SCO7568 -0.112578193 0.524851691 delgbn24h
SCO7569 -0.066288135 0.606009406 delgbn24h
SCO7570 -0.066492706 0.699828634 delgbn24h
SCO7571 -0.012916052 1 delgbn24h
SCO7572 -0.088815597 0.586143212 delgbn24h
SCO7573 0.085052074 0.647985334 delgbn24h
SCO7574 -0.064934423 0.487345053 delgbn24h
SCO7575 0.038818656 0.787610753 delgbn24h
SCO7576 0.021328669 0.924408814 delgbn24h
SCO7577 0.055686095 0.786506317 delgbn24h
SCO7578 0.038746538 0.862430837 delgbn24h
SCO7579 0.046386126 0.835733989 delgbn24h
SCO7580 0.061991779 0.749053258 delgbn24h
SCO7581 0.024567417 0.92769762 delgbn24h
SCO7582 -0.119585196 0.53843495 delgbn24h
SCO7583 0.079654588 0.649211537 delgbn24h
SCO7584 0.051961266 0.809804779 delgbn24h
SCO7585 -0.030547206 0.897131617 delgbn24h
SCO7586 -0.054011628 0.719944488 delgbn24h
SCO7587 -0.036279656 0.884065875 delgbn24h
SCO7588 -0.07474793 0.703034087 delgbn24h
SCO7589 0.363742581 0.12287902 delgbn24h
SCO7590 0.080578055 0.685571536 delgbn24h
SCO7591 -0.006277222 0.983113778 delgbn24h
SCO7592 -0.025868557 0.897237752 delgbn24h
SCO7593 -0.051621382 1 delgbn24h
SCO7594 0.081710684 0.693728901 delgbn24h
SCO7595 -0.158533877 0.339459613 delgbn24h
SCO7596 -0.105620802 0.589296457 delgbn24h
SCO7597 -0.000572785 0.9970555 delgbn24h
SCO7598 0.035766737 1 delgbn24h
SCO7599 0.102574732 0.597858875 delgbn24h
SCO7600 0.182051513 0.243956069 delgbn24h
SCO7601 0.054626345 0.804369264 delgbn24h
SCO7602 0.105810824 0.582049957 delgbn24h
SCO7603 -0.029852941 0.903976143 delgbn24h
SCO7604 0.0024368 0.991521715 delgbn24h
SCO7605 -0.035172275 0.858171194 delgbn24h
SCO7606 0.181905418 0.304209297 delgbn24h
SCO7607 0.033718415 0.888636484 delgbn24h
SCO7608 -0.078712143 0.690457044 delgbn24h
SCO7609 0.050360017 0.822730639 delgbn24h
SCO7610 0.019757269 0.944755243 delgbn24h
SCO7611 0.632194476 3.02e-06 delgbn24h
SCO7612 0.569094819 8.79e-06 delgbn24h
SCO7613 0.179685981 0.282054567 delgbn24h
SCO7614 0.096400737 0.63105934 delgbn24h
SCO7615 -0.118750202 0.472889737 delgbn24h
SCO7616 0.004731802 0.988586329 delgbn24h
SCO7617 0.009901263 0.971829683 delgbn24h
SCO7618 -0.056818649 0.797088174 delgbn24h
SCO7619 -0.00758677 0.972714865 delgbn24h
SCO7620 0.209823715 0.271197471 delgbn24h
SCO7621 0.270321401 0.188862663 delgbn24h
SCO7622 -0.129118241 0.487345053 delgbn24h
SCO7623 0.190739492 0.270285903 delgbn24h
SCO7624 0.30805651 0.051443784 delgbn24h
SCO7625 0.096656414 0.557267041 delgbn24h
SCO7626 0.157336913 0.244164016 delgbn24h
SCO7627 0.103487941 0.492569618 delgbn24h
SCO7628 0.699844334 5.43e-06 delgbn24h
SCO7629 0.039061345 0.867702109 delgbn24h
SCO7630 0.036293014 0.865782846 delgbn24h
SCO7631 0.00895512 0.979217255 delgbn24h
SCO7632 -0.273490348 0.052096572 delgbn24h
SCO7633 -0.033560184 0.897131617 delgbn24h
SCO7634 0.012578628 0.968486363 delgbn24h
SCO7635 -0.002899197 0.991270352 delgbn24h
SCO7636 0.060512737 0.783683042 delgbn24h
SCO7637 -0.412479447 0.017892364 delgbn24h
SCO7638 -0.566084881 0.00171598 delgbn24h
SCO7639 0.049979364 0.822848026 delgbn24h
SCO7640 -0.137032631 0.452904555 delgbn24h
SCO7641 -0.020033172 0.940595386 delgbn24h
SCO7642 0.127654802 0.349316598 delgbn24h
SCO7643 -0.049352382 0.699298647 delgbn24h
SCO7644 0.020460394 0.940595386 delgbn24h
SCO7645 0.06454097 0.767755791 delgbn24h
SCO7646 -0.00488949 0.988394896 delgbn24h
SCO7647 -0.328745787 0.005705579 delgbn24h
SCO7648 -0.373130786 0.003047762 delgbn24h
SCO7649 -0.288168608 0.034627189 delgbn24h
SCO7650 0.868561431 0.01688128 delgbn24h
SCO7651 0.532395542 0.039233623 delgbn24h
SCO7652 0.591540917 0.002740637 delgbn24h
SCO7653 0.506577073 0.023413428 delgbn24h
SCO7654 0.183421817 0.136356043 delgbn24h
SCO7655 -0.054666249 0.769627653 delgbn24h
SCO7656 0.038310096 0.864617621 delgbn24h
SCO7657 0.06350928 0.64042558 delgbn24h
SCO7658 0.044517548 0.850566361 delgbn24h
SCO7659 0.141590254 0.213655024 delgbn24h
SCO7660 0.350015313 0.099418453 delgbn24h
SCO7661 0.211739109 0.271686275 delgbn24h
SCO7662 0.177446351 0.334065417 delgbn24h
SCO7663 -0.083836025 0.624783681 delgbn24h
SCO7664 -0.002520878 0.988300674 delgbn24h
SCO7665 -0.04016627 0.851239297 delgbn24h
SCO7666 -0.020962113 0.940595386 delgbn24h
SCO7667 -0.091149218 0.630500073 delgbn24h
SCO7668 -0.094218571 0.382245785 delgbn24h
SCO7669 0.044309824 0.745326123 delgbn24h
SCO7670 -0.007776278 0.943345408 delgbn24h
SCO7671 0.076324138 0.325665923 delgbn24h
SCO7672 -0.131168655 0.476189958 delgbn24h
SCO7673 -0.0384307 0.855105384 delgbn24h
SCO7674 0.074630336 0.540186031 delgbn24h
SCO7675 -0.017115043 0.900003497 delgbn24h
SCO7676 -0.007702982 0.958717897 delgbn24h
SCO7677 0.023161998 0.888813561 delgbn24h
SCO7678 -0.042429321 0.707289685 delgbn24h
SCO7679 -0.031898612 0.836877004 delgbn24h
SCO7680 -0.042925593 0.722553889 delgbn24h
SCO7681 0.02073136 0.863913958 delgbn24h
SCO7682 0.00277635 0.988394896 delgbn24h
SCO7683 0.044104343 0.734316322 delgbn24h
SCO7684 0.042755051 0.638745097 delgbn24h
SCO7685 -0.020044748 0.862091158 delgbn24h
SCO7686 -0.003324438 0.988394896 delgbn24h
SCO7687 -0.007834599 0.968486363 delgbn24h
SCO7688 0.044905354 0.553526001 delgbn24h
SCO7689 -0.013791829 0.922972388 delgbn24h
SCO7690 -0.014822817 0.904862666 delgbn24h
SCO7691 -0.029734272 0.787610753 delgbn24h
SCO7692 -0.055367775 0.655524759 delgbn24h
SCO7693 -0.060760858 0.762241312 delgbn24h
SCO7694 -0.020798126 0.939902303 delgbn24h
SCO7695 -0.030717037 0.907130599 delgbn24h
SCO7696 0.039074314 0.858563726 delgbn24h
SCO7697 0.049637882 0.825620231 delgbn24h
SCO7698 0.020525405 0.942566284 delgbn24h
SCO7699 -0.264827311 0.037109755 delgbn24h
SCO7700 -0.184758641 0.194346273 delgbn24h
SCO7701 -0.199934008 0.167313197 delgbn24h
SCO7702 -0.382456585 0.003246864 delgbn24h
SCO7703 -0.075705202 0.70686501 delgbn24h
SCO7704 -0.045923108 0.841932888 delgbn24h
SCO7705 -0.009964191 0.972714865 delgbn24h
SCO7706 0.022537514 0.936666025 delgbn24h
SCO7707 -0.08126804 0.54038791 delgbn24h
SCO7708 0.051437718 0.752473401 delgbn24h
SCO7709 0.021079882 0.940270025 delgbn24h
SCO7710 0.39533656 0.057205128 delgbn24h
SCO7711 0.136884053 0.446886373 delgbn24h
SCO7712 0.005748695 0.988381795 delgbn24h
SCO7713 -0.041097057 0.857020339 delgbn24h
SCO7714 -0.158251489 0.36924436 delgbn24h
SCO7715 0.146627792 0.283137434 delgbn24h
SCO7716 0.26190746 0.184363689 delgbn24h
SCO7717 0.19898859 0.292366235 delgbn24h
SCO7718 0.155984104 0.380940611 delgbn24h
SCO7719 -0.053264495 0.808200555 delgbn24h
SCO7720 0.022454168 0.894242643 delgbn24h
SCO7721 0.003867971 0.990172914 delgbn24h
SCO7722 0.120538609 0.534604435 delgbn24h
SCO7723 0.103129234 0.598496261 delgbn24h
SCO7724 -0.043520612 0.836521431 delgbn24h
SCO7725 -0.004457382 0.988394896 delgbn24h
SCO7726 -0.071743441 0.718702165 delgbn24h
SCO7727 0.180578349 0.27252336 delgbn24h
SCO7728 0.162391039 0.347929064 delgbn24h
SCO7729 0.076026037 0.640277654 delgbn24h
SCO7730 0.09924725 0.562999208 delgbn24h
SCO7731 0.824934465 0.00197032 delgbn24h
SCO7732 0.101857659 0.570043849 delgbn24h
SCO7733 0.012966587 0.954395058 delgbn24h
SCO7734 -0.032245024 0.897237752 delgbn24h
SCO7735 0.673638982 0.022986635 delgbn24h
SCO7736 -0.030153699 0.886641239 delgbn24h
SCO7737 0.034767387 1 delgbn24h
SCO7738 0.007294546 1 delgbn24h
SCO7739 -0.031060032 0.794742249 delgbn24h
SCO7740 0.047346393 0.761930032 delgbn24h
SCO7741 -0.058747483 0.780722363 delgbn24h
SCO7742 0.024558065 0.923016503 delgbn24h
SCO7743 -0.002748214 0.99123491 delgbn24h
SCO7746 -0.010475348 1 delgbn24h
SCO7747 -0.582084766 0.046961162 delgbn24h
SCO7748 -0.268862 0.071299463 delgbn24h
SCO7749 -0.087066106 0.666989022 delgbn24h
SCO7750 0.115251968 0.50114332 delgbn24h
SCO7751 0.049363194 0.825620231 delgbn24h
SCO7752 0.039088592 0.86783302 delgbn24h
SCO7753 0.025168935 0.921330934 delgbn24h
SCO7754 0.015557664 0.959064679 delgbn24h
SCO7755 -0.02765229 0.907980395 delgbn24h
SCO7756 -0.00630845 0.983021713 delgbn24h
SCO7759 0.115132225 0.303606423 delgbn24h
SCO7760 -0.011553101 1 delgbn24h
SCO7761 0.01162216 0.966556693 delgbn24h
SCO7762 -0.024443442 0.917211827 delgbn24h
SCO7763 1.505322479 1.24e-23 delgbn24h
SCO7764 1.580879323 6.19e-11 delgbn24h
SCO7765 0.177106804 0.255109463 delgbn24h
SCO7766 0.077363528 0.703359475 delgbn24h
SCO7767 -0.210361497 0.275148753 delgbn24h
SCO7768 0.051734781 1 delgbn24h
SCO7769 0.02068423 0.901164222 delgbn24h
SCO7770 0.928065332 0.002369952 delgbn24h
SCO7772 0.507608462 0.000595034 delgbn24h
SCO7773 0.147417855 0.426482199 delgbn24h
SCO7774 0.101026481 0.513589935 delgbn24h
SCO7775 0.054881134 0.744733646 delgbn24h
SCO7776 -0.024417381 1 delgbn24h
SCO7777 0.071652106 0.644708494 delgbn24h
SCO7778 0.116471105 0.505821207 delgbn24h
SCO7779 -0.035630764 0.847739255 delgbn24h
SCO7780 0.23162606 0.141527597 delgbn24h
SCO7782 -0.034351458 0.89171653 delgbn24h
SCO7784 0.004808404 0.988394896 delgbn24h
SCO7785 0.05481338 0.804369264 delgbn24h
SCO7786 -0.054383312 0.750778567 delgbn24h
SCO7787 -0.013972848 1 delgbn24h
SCO7788 -0.015882438 1 delgbn24h
SCO7789 0.004911956 1 delgbn24h
SCO7790 0.060119455 1 delgbn24h
SCO7791 0.017211507 0.938335333 delgbn24h
SCO7791a -0.078211198 0.555852454 delgbn24h
SCO7792 -0.005146935 1 delgbn24h
SCO7793 -0.034437478 1 delgbn24h
SCO7794 0.01066634 0.968486363 delgbn24h
SCO7795 0.031482974 1 delgbn24h
SCO7796 0.04498774 0.811365643 delgbn24h
SCO7797 -0.046863212 0.767556247 delgbn24h
SCO7798 0.095375647 0.582082899 delgbn24h
SCO7799 -0.013583605 1 delgbn24h
SCO7800 0.022843069 1 delgbn24h
SCO7801 0.096373371 0.411518889 delgbn24h
SCO7803 0.042887287 0.849655872 delgbn24h
SCO7804 0.053376339 0.605705731 delgbn24h
SCO7805 0.08147684 0.595724227 delgbn24h
SCO7806 0.290972586 0.132580199 delgbn24h
SCO7807 0.089194105 1 delgbn24h
SCO7808 -0.012987802 0.947528491 delgbn24h
SCO7809 -0.089207213 0.655352682 delgbn24h
SCO7810 -0.167754521 0.331527292 delgbn24h
SCO7811 -0.080724409 1 delgbn24h
SCO7812 0.059679436 0.676326621 delgbn24h
SCO7813 0.033368056 0.894477307 delgbn24h
SCO7815 0.05624936 0.799986154 delgbn24h
SCO7816 -0.022741728 0.922972388 delgbn24h
SCO7817 0.062277345 0.765375252 delgbn24h
SCO7818 -0.061118414 0.650244212 delgbn24h
SCO7819 -0.005965339 1 delgbn24h
SCO7820 0.01044869 1 delgbn24h
SCO7821 0.03047497 1 delgbn24h
SCO7822 -0.003000169 0.991270352 delgbn24h
