gene	MvsTFC	MvsTpval	MvsLFC	MvsLpval	MvsSFC	MvsSpval	TvsLFC	TvsLpval	TvsSFC	TvsSpval	LvsSFC	LvsSpval
SCO2357	1,46	7,E-02	2,03	7,E-04	1,92	2,E-03	1,39	1,E-01	1,31	2,E-01	0,95	8,E-01
SCO2360	0,74	1,E-01	0,33	2,E-07	0,12	1,E-20	0,44	2,E-04	0,17	7,E-16	0,38	7,E-06
SCO2363	1,18	5,E-01	2,29	6,E-05	3,50	3,E-09	1,94	9,E-04	2,96	6,E-08	1,53	3,E-02
SCO2364	1,43	7,E-02	0,64	3,E-02	0,53	2,E-03	0,45	9,E-05	0,37	7,E-07	0,82	3,E-01
SCO2365	0,94	8,E-01	1,19	3,E-01	2,60	2,E-06	1,26	2,E-01	2,76	4,E-07	2,19	1,E-04
SCO2371	1,83	6,E-03	3,59	2,E-08	6,38	1,E-14	1,96	3,E-03	3,48	5,E-08	1,78	1,E-02
SCO2372	0,81	3,E-01	3,92	3,E-10	6,96	6,E-19	4,85	2,E-13	8,60	1,E-23	1,77	3,E-03
SCO2373	0,88	5,E-01	5,70	8,E-17	14,55	6,E-34	6,44	3,E-19	16,46	2,E-38	2,56	1,E-06
SCO2377	2,15	5,E-04	2,12	7,E-04	1,93	2,E-03	0,99	9,E-01	0,90	7,E-01	0,91	7,E-01
SCO2378	2,09	1,E-03	1,74	1,E-02	1,47	8,E-02	0,83	5,E-01	0,70	1,E-01	0,84	4,E-01
SCO2379	2,09	7,E-03	2,23	3,E-03	2,27	3,E-03	1,07	8,E-01	1,09	8,E-01	1,02	1,E+00
SCO2380	1,20	3,E-01	0,86	6,E-01	0,57	9,E-03	0,71	1,E-01	0,48	2,E-04	0,67	4,E-02
SCO2381	1,33	2,E-01	2,84	3,E-06	6,55	3,E-15	2,13	4,E-04	4,92	3,E-12	2,31	3,E-04
SCO2382	2,26	5,E-03	1,88	2,E-02	2,50	2,E-03	0,83	6,E-01	1,11	7,E-01	1,33	4,E-01
SCO2383	2,23	7,E-05	2,14	2,E-04	0,77	2,E-01	0,96	8,E-01	0,35	7,E-08	0,36	3,E-07
SCO2384	1,07	8,E-01	1,44	7,E-02	2,20	1,E-04	1,35	1,E-01	2,06	3,E-04	1,53	3,E-02
SCO2385	1,11	6,E-01	1,42	1,E-01	2,41	4,E-05	1,28	3,E-01	2,17	2,E-04	1,69	9,E-03
SCO2386	0,71	7,E-02	0,39	2,E-06	0,26	3,E-11	0,54	3,E-03	0,37	7,E-07	0,68	5,E-02
SCO2387	0,60	9,E-02	0,70	2,E-01	0,19	2,E-06	1,17	7,E-01	0,31	9,E-04	0,27	2,E-04
SCO2388	0,69	9,E-02	0,83	3,E-01	0,19	3,E-11	1,19	5,E-01	0,27	2,E-07	0,23	7,E-09
SCO2389	0,91	6,E-01	1,13	6,E-01	0,33	2,E-08	1,24	3,E-01	0,36	2,E-07	0,29	6,E-10
SCO2390	0,72	2,E-01	0,86	4,E-01	0,19	3,E-10	1,20	5,E-01	0,27	4,E-07	0,23	2,E-08
SCO2391	1,50	4,E-02	2,83	3,E-07	4,85	5,E-14	1,89	2,E-03	3,24	6,E-09	1,71	7,E-03
SCO2392	0,68	4,E-02	1,62	3,E-02	0,94	7,E-01	2,38	3,E-05	1,39	1,E-01	0,58	7,E-03
SCO2393	0,95	8,E-01	0,79	3,E-01	0,33	2,E-07	0,83	4,E-01	0,35	7,E-07	0,42	3,E-05
SCO2395	1,17	4,E-01	0,88	6,E-01	0,44	6,E-05	0,75	2,E-01	0,37	9,E-07	0,50	4,E-04
SCO2398	0,82	4,E-01	0,50	6,E-03	0,50	5,E-03	0,62	6,E-02	0,61	4,E-02	0,98	1,E+00
SCO2400	0,98	7,E-01	1,27	5,E-01	2,43	1,E-03	1,30	3,E-01	2,49	1,E-04	1,92	9,E-03
SCO2401	2,17	3,E-03	1,17	7,E-01	1,14	8,E-01	0,54	9,E-03	0,53	6,E-03	0,98	1,E+00
SCO2402	2,01	2,E-02	0,68	2,E-01	0,76	3,E-01	0,34	1,E-04	0,38	2,E-04	1,12	8,E-01
SCO2404	1,80	2,E-02	5,65	8,E-14	9,78	5,E-22	3,14	6,E-08	5,43	2,E-15	1,73	9,E-03
SCO2405	1,73	1,E-02	4,08	1,E-10	6,72	2,E-17	2,36	3,E-05	3,88	8,E-11	1,65	2,E-02
SCO2406	1,78	2,E-02	3,40	5,E-08	5,44	9,E-14	1,91	2,E-03	3,06	7,E-08	1,60	2,E-02
SCO2407	2,45	6,E-03	4,87	2,E-06	10,28	2,E-11	1,99	3,E-02	4,20	1,E-05	2,11	2,E-02
SCO2408	1,80	2,E-01	3,67	6,E-03	85,30	6,E-15	2,04	1,E-01	47,51	4,E-13	23,25	5,E-10
SCO2423	2,05	2,E-01	3,43	2,E-02	17,08	5,E-12	1,67	2,E-01	8,33	3,E-10	4,99	1,E-06
SCO2424	1,01	1,E+00	0,65	3,E-01	2,21	2,E-02	0,64	3,E-01	2,19	1,E-02	3,42	8,E-04
SCO2425	2,34	2,E-01	2,36	2,E-01	9,76	1,E-06	1,01	1,E+00	4,18	2,E-04	4,13	4,E-04
SCO2426	4,51	4,E-06	4,13	1,E-05	6,11	3,E-08	0,92	8,E-01	1,36	3,E-01	1,48	2,E-01
SCO2428	5,73	6,E-12	42,63	3,E-47	170,54	7,E-77	7,43	7,E-21	29,74	9,E-50	4,00	5,E-12
SCO2429	1,69	7,E-01	4,91	6,E-02	17,45	3,E-04	2,90	1,E-01	10,30	6,E-04	3,55	5,E-02
SCO2430	0,76	2,E-01	0,51	1,E-03	0,36	9,E-07	0,67	5,E-02	0,48	2,E-04	0,70	9,E-02
SCO2431	0,48	1,E-02	0,53	3,E-02	1,13	8,E-01	1,09	9,E-01	2,34	4,E-03	2,14	1,E-02
SCO2439	1,58	3,E-02	1,45	7,E-02	0,59	7,E-03	0,92	7,E-01	0,37	7,E-07	0,40	7,E-06
SCO2440	1,58	3,E-02	1,61	2,E-02	0,58	6,E-03	1,02	9,E-01	0,37	8,E-07	0,36	5,E-07
SCO2442	1,30	2,E-01	1,15	4,E-01	0,58	1,E-02	0,88	5,E-01	0,45	9,E-05	0,51	1,E-03
SCO2443	1,23	5,E-01	0,98	1,E+00	0,47	2,E-02	0,80	5,E-01	0,38	1,E-03	0,48	2,E-02
SCO2445	0,71	1,E-01	0,69	7,E-02	0,42	1,E-04	0,96	8,E-01	0,60	2,E-02	0,62	4,E-02
SCO2446	1,73	1,E-02	2,70	4,E-06	2,52	1,E-05	1,56	4,E-02	1,46	6,E-02	0,93	8,E-01
SCO2449	1,20	3,E-01	1,54	3,E-02	2,70	1,E-06	1,29	2,E-01	2,26	5,E-05	1,75	4,E-03
SCO2451	0,79	4,E-01	0,43	1,E-02	0,46	2,E-02	0,55	8,E-02	0,59	1,E-01	1,07	8,E-01
SCO2455	1,43	8,E-02	0,72	1,E-01	0,42	1,E-05	0,50	7,E-04	0,29	9,E-10	0,58	6,E-03
SCO2456	1,59	4,E-02	1,04	1,E+00	0,61	1,E-02	0,65	4,E-02	0,39	5,E-06	0,59	1,E-02
SCO2457	1,54	6,E-02	1,02	1,E+00	0,60	9,E-03	0,66	5,E-02	0,39	5,E-06	0,59	1,E-02
SCO2458	1,24	6,E-01	0,73	2,E-01	0,43	9,E-04	0,59	5,E-02	0,35	9,E-05	0,59	5,E-02
SCO2460	0,55	6,E-02	0,35	2,E-03	0,27	2,E-04	0,63	2,E-01	0,49	4,E-02	0,77	5,E-01
SCO2461	1,35	1,E-01	2,64	3,E-06	2,81	9,E-07	1,95	1,E-03	2,08	3,E-04	1,07	8,E-01
SCO2465	1,11	9,E-01	0,87	5,E-01	2,68	3,E-04	0,78	4,E-01	2,41	4,E-04	3,07	2,E-05
SCO2469	1,76	3,E-03	2,76	4,E-07	7,23	2,E-20	1,56	3,E-02	4,10	5,E-12	2,62	2,E-06
SCO2470	0,93	8,E-01	0,66	7,E-02	1,70	1,E-02	0,71	1,E-01	1,83	4,E-03	2,59	1,E-05
SCO2471	3,28	6,E-01	0,57	9,E-01	157,28	2,E-02	0,17	4,E-01	48,01	4,E-02	277,63	1,E-02
SCO2472	1,04	9,E-01	1,36	3,E-01	2,66	2,E-04	1,30	3,E-01	2,55	2,E-04	1,96	8,E-03
SCO2473	1,23	8,E-01	0,56	5,E-01	17,09	5,E-04	0,46	3,E-01	13,86	6,E-04	30,29	4,E-05
SCO2478	1,46	3,E-01	2,32	1,E-02	6,26	1,E-09	1,59	1,E-01	4,29	5,E-08	2,70	2,E-04
SCO2481	0,79	3,E-01	2,88	4,E-05	1,62	7,E-02	3,65	3,E-07	2,05	4,E-03	0,56	2,E-02
SCO2482	1,90	9,E-02	2,46	1,E-02	2,56	7,E-03	1,29	4,E-01	1,35	3,E-01	1,04	9,E-01
SCO2483	1,25	3,E-01	1,32	2,E-01	0,52	3,E-03	1,06	7,E-01	0,41	4,E-05	0,39	1,E-05
SCO2484	1,18	4,E-01	1,19	4,E-01	0,45	1,E-04	1,01	1,E+00	0,38	3,E-06	0,38	3,E-06
SCO2485	1,58	1,E-01	0,58	2,E-02	0,05	1,E-21	0,36	1,E-04	0,03	1,E-26	0,08	7,E-15
SCO2486	0,63	3,E-01	0,31	2,E-02	22,01	2,E-09	0,49	2,E-01	34,91	2,E-12	71,11	2,E-14
SCO2487	1,25	9,E-01	0,41	3,E-01	104,48	1,E-06	0,32	2,E-01	83,62	6,E-07	257,69	1,E-08
SCO2488	0,55	7,E-01	0,42	6,E-01	121,06	4,E-06	0,77	1,E+00	221,77	3,E-07	289,65	4,E-07
SCO2490	1,35	3,E-01	1,30	3,E-01	0,54	1,E-02	0,97	9,E-01	0,40	1,E-04	0,41	4,E-04
SCO2492	6,47	5,E-04	45,95	1,E-10	39,45	4,E-10	7,10	1,E-04	6,10	3,E-04	0,86	8,E-01
SCO2493	1,00	1,E+00	1,05	7,E-01	0,44	1,E-04	1,05	8,E-01	0,44	7,E-05	0,42	2,E-05
SCO2494	1,42	9,E-02	1,63	2,E-02	4,36	4,E-12	1,14	6,E-01	3,07	3,E-08	2,69	9,E-07
SCO2495	0,95	8,E-01	3,12	9,E-04	148,75	2,E-39	3,27	2,E-04	155,78	2,E-43	47,62	2,E-30
SCO2496	0,95	8,E-01	1,10	8,E-01	4,48	2,E-10	1,16	5,E-01	4,72	4,E-12	4,08	6,E-10
SCO2497	0,59	9,E-03	0,55	3,E-03	0,50	5,E-04	0,93	7,E-01	0,84	4,E-01	0,91	6,E-01
SCO2498	0,22	5,E-05	0,14	4,E-07	0,12	9,E-08	0,65	2,E-01	0,55	1,E-01	0,85	8,E-01
SCO2501	1,58	3,E-02	2,35	3,E-05	3,01	1,E-07	1,49	5,E-02	1,91	1,E-03	1,28	2,E-01
SCO2503	0,42	8,E-03	0,44	1,E-02	0,59	9,E-02	1,06	1,E+00	1,40	4,E-01	1,33	4,E-01
SCO2505	0,27	1,E-03	0,14	2,E-06	0,26	6,E-04	0,52	1,E-01	0,94	9,E-01	1,81	1,E-01
SCO2506	0,45	2,E-04	0,49	8,E-04	0,53	2,E-03	1,10	7,E-01	1,17	4,E-01	1,06	8,E-01
SCO2507	0,47	8,E-04	0,61	3,E-02	0,60	2,E-02	1,28	2,E-01	1,28	2,E-01	1,00	1,E+00
SCO2511	0,98	1,E+00	3,23	5,E-03	6,03	1,E-05	3,30	5,E-03	6,14	7,E-06	1,86	1,E-01
SCO2513	3,10	9,E-05	19,07	2,E-21	42,27	7,E-30	6,15	7,E-11	13,64	6,E-19	2,22	4,E-03
SCO2514	2,72	4,E-04	2,54	6,E-04	3,39	2,E-05	0,93	9,E-01	1,24	4,E-01	1,33	4,E-01
SCO2515	2,29	2,E-04	1,83	4,E-03	1,88	3,E-03	0,80	4,E-01	0,82	4,E-01	1,02	1,E+00
SCO2516	1,09	8,E-01	6,99	2,E-13	7,42	5,E-14	6,39	3,E-13	6,78	4,E-14	1,06	8,E-01
SCO2517	1,54	1,E-01	44,86	3,E-37	56,18	2,E-40	29,06	4,E-33	36,39	6,E-37	1,25	3,E-01
SCO2518	1,37	1,E-01	105,80	2,E-73	132,64	2,E-78	77,00	5,E-71	96,53	6,E-77	1,25	3,E-01
SCO2519	3,90	1,E-09	1003,57	3,E-122	1226,10	1,E-126	257,18	2,E-100	314,21	5,E-106	1,22	3,E-01
SCO2520	2,71	1,E-06	6,05	2,E-17	29,67	4,E-47	2,24	5,E-05	10,96	3,E-29	4,90	9,E-15
SCO2521	1,83	4,E-03	3,48	6,E-09	10,06	2,E-24	1,90	2,E-03	5,50	7,E-16	2,89	3,E-07
SCO2522	1,27	2,E-01	2,84	2,E-07	6,24	9,E-18	2,24	7,E-05	4,92	2,E-14	2,20	1,E-04
SCO2523	1,52	4,E-02	3,26	7,E-09	6,66	8,E-19	2,14	1,E-04	4,38	5,E-13	2,04	4,E-04
SCO2524	1,68	4,E-03	4,01	1,E-12	8,70	7,E-25	2,39	7,E-06	5,17	5,E-16	2,17	1,E-04
SCO2525	1,00	9,E-01	3,04	2,E-06	4,28	3,E-09	3,04	3,E-06	4,28	2,E-09	1,41	2,E-01
SCO2526	3,32	8,E-05	13,94	5,E-20	94,66	2,E-54	4,20	2,E-09	28,51	2,E-42	6,79	4,E-18
SCO2527	3,76	2,E-04	3,92	9,E-05	11,50	1,E-11	1,04	9,E-01	3,06	3,E-04	2,94	7,E-04
SCO2528	0,83	2,E-01	0,81	2,E-01	1,71	1,E-02	0,98	9,E-01	2,08	2,E-04	2,12	1,E-04
SCO2529	3,89	4,E-03	89,79	3,E-17	176,16	1,E-20	23,10	2,E-11	45,32	3,E-15	1,96	1,E-01
SCO2530	2,31	9,E-02	30,95	1,E-09	55,29	1,E-11	13,38	7,E-07	23,91	4,E-09	1,79	2,E-01
SCO2531	2,46	1,E-03	4,37	2,E-07	5,94	4,E-10	1,78	3,E-02	2,41	7,E-04	1,36	2,E-01
SCO2535	0,89	5,E-01	0,46	2,E-04	0,60	1,E-02	0,52	2,E-03	0,68	5,E-02	1,31	2,E-01
SCO2536	0,60	5,E-02	0,27	1,E-05	0,28	2,E-05	0,44	1,E-02	0,47	1,E-02	1,05	9,E-01
SCO2539	0,72	1,E-01	0,50	4,E-04	0,33	3,E-08	0,69	6,E-02	0,46	6,E-05	0,66	3,E-02
SCO2546	0,59	2,E-02	0,21	5,E-12	0,12	1,E-18	0,35	3,E-06	0,21	8,E-12	0,60	3,E-02
SCO2547	1,26	2,E-01	0,98	1,E+00	0,53	3,E-03	0,78	2,E-01	0,42	1,E-05	0,54	2,E-03
SCO2548	1,54	2,E-02	1,32	1,E-01	0,73	2,E-01	0,86	4,E-01	0,47	2,E-04	0,55	3,E-03
SCO2549	1,77	3,E-03	2,82	1,E-07	2,49	3,E-06	1,59	2,E-02	1,41	7,E-02	0,89	5,E-01
SCO2550	1,70	3,E-02	2,05	2,E-03	4,14	2,E-09	1,21	4,E-01	2,43	5,E-05	2,02	2,E-03
SCO2551	1,08	7,E-01	0,87	8,E-01	0,41	1,E-02	0,81	5,E-01	0,38	2,E-03	0,48	2,E-02
SCO2552	0,68	8,E-02	0,41	2,E-05	0,23	5,E-12	0,60	1,E-02	0,33	1,E-07	0,55	5,E-03
SCO2553	0,66	3,E-02	0,43	2,E-05	0,22	6,E-14	0,65	3,E-02	0,33	2,E-08	0,51	6,E-04
SCO2554	0,78	2,E-01	0,66	3,E-02	0,42	9,E-06	0,84	4,E-01	0,54	1,E-03	0,64	2,E-02
SCO2555	0,74	1,E-01	0,62	1,E-02	0,36	2,E-07	0,84	4,E-01	0,49	2,E-04	0,59	5,E-03
SCO2556	0,68	8,E-02	0,46	8,E-04	0,25	1,E-08	0,68	1,E-01	0,37	4,E-05	0,55	2,E-02
SCO2557	0,52	8,E-04	0,58	5,E-03	0,29	1,E-09	1,13	6,E-01	0,55	4,E-03	0,49	6,E-04
SCO2559	0,54	3,E-03	0,79	3,E-01	1,95	8,E-04	1,46	6,E-02	3,59	3,E-10	2,46	7,E-06
SCO2560	1,33	2,E-01	15,71	2,E-33	60,14	3,E-61	11,81	1,E-29	45,22	2,E-59	3,83	2,E-11
SCO2563	0,57	5,E-02	0,77	3,E-01	0,41	2,E-03	1,34	4,E-01	0,72	3,E-01	0,54	4,E-02
SCO2564	0,70	9,E-02	0,39	5,E-06	0,54	2,E-03	0,56	4,E-03	0,77	2,E-01	1,37	1,E-01
SCO2565	0,65	4,E-02	0,24	3,E-09	0,28	5,E-08	0,37	5,E-05	0,43	3,E-04	1,16	6,E-01
SCO2566	0,51	1,E-03	0,14	8,E-19	0,24	1,E-11	0,26	3,E-09	0,46	2,E-04	1,75	1,E-02
SCO2568	0,68	7,E-02	0,34	2,E-06	0,18	6,E-12	0,50	2,E-03	0,27	1,E-07	0,54	3,E-02
SCO2570	0,91	7,E-01	2,02	5,E-04	1,83	3,E-03	2,21	1,E-04	2,00	6,E-04	0,91	6,E-01
SCO2571	0,62	2,E-02	0,79	2,E-01	0,42	1,E-05	1,28	2,E-01	0,68	5,E-02	0,53	1,E-03
SCO2572	2,27	4,E-02	12,43	8,E-09	47,75	1,E-15	5,47	4,E-05	21,00	7,E-12	3,84	9,E-04
SCO2573	1,64	4,E-02	8,66	1,E-16	57,56	5,E-43	5,27	3,E-11	35,03	6,E-38	6,64	2,E-14
SCO2576	0,64	2,E-02	0,53	6,E-04	0,37	3,E-07	0,83	3,E-01	0,57	5,E-03	0,69	9,E-02
SCO2577	0,72	9,E-02	0,61	1,E-02	0,48	2,E-04	0,85	4,E-01	0,66	4,E-02	0,78	2,E-01
SCO2579	0,96	9,E-01	0,72	1,E-01	0,47	2,E-04	0,75	2,E-01	0,49	2,E-04	0,65	3,E-02
SCO2581	0,90	6,E-01	0,55	7,E-03	0,50	2,E-03	0,62	2,E-02	0,55	8,E-03	0,89	7,E-01
SCO2582	0,96	8,E-01	2,31	2,E-05	2,94	1,E-07	2,41	7,E-06	3,06	2,E-08	1,27	3,E-01
SCO2583	2,47	1,E-05	1,64	1,E-02	2,61	4,E-06	0,66	6,E-02	1,06	8,E-01	1,60	3,E-02
SCO2584	1,61	2,E-02	1,38	1,E-01	2,96	1,E-07	0,86	4,E-01	1,84	2,E-03	2,14	1,E-04
SCO2586	1,99	9,E-03	8,71	3,E-19	27,09	3,E-39	4,38	6,E-12	13,64	2,E-31	3,11	5,E-08
SCO2588	1,34	6,E-01	7,93	2,E-11	1,84	1,E-01	5,90	1,E-10	1,37	3,E-01	0,23	5,E-08
SCO2591	1,49	6,E-02	0,80	2,E-01	0,15	3,E-20	0,54	1,E-03	0,10	1,E-27	0,19	4,E-16
SCO2592	0,65	4,E-02	0,45	4,E-05	0,17	2,E-18	0,68	5,E-02	0,25	4,E-12	0,37	5,E-07
SCO2593	0,66	4,E-02	0,40	5,E-06	0,15	9,E-20	0,61	1,E-02	0,23	2,E-13	0,38	6,E-07
SCO2594	0,65	3,E-02	0,43	2,E-05	0,18	2,E-17	0,66	4,E-02	0,27	4,E-11	0,41	4,E-06
SCO2595	0,34	1,E-03	0,49	3,E-02	0,25	7,E-05	1,44	3,E-01	0,75	4,E-01	0,52	7,E-02
SCO2597	0,62	5,E-02	0,88	5,E-01	0,47	3,E-03	1,42	2,E-01	0,76	3,E-01	0,54	2,E-02
SCO2598	0,84	3,E-01	0,54	2,E-03	0,41	2,E-05	0,65	4,E-02	0,50	7,E-04	0,76	2,E-01
SCO2599	0,53	8,E-03	0,52	6,E-03	0,41	3,E-04	0,98	9,E-01	0,77	3,E-01	0,78	4,E-01
SCO2600	0,74	1,E-01	0,59	5,E-03	0,40	2,E-06	0,80	2,E-01	0,54	1,E-03	0,68	4,E-02
SCO2603	1,37	2,E-01	1,83	7,E-03	2,07	1,E-03	1,33	2,E-01	1,51	6,E-02	1,13	6,E-01
SCO2605	0,54	8,E-03	0,43	6,E-04	2,86	3,E-06	0,79	4,E-01	5,26	2,E-13	6,62	2,E-15
SCO2608	1,13	6,E-01	1,37	1,E-01	2,19	1,E-04	1,21	3,E-01	1,94	7,E-04	1,61	2,E-02
SCO2612	0,74	1,E-01	0,61	1,E-02	0,28	3,E-10	0,83	3,E-01	0,38	1,E-06	0,46	1,E-04
SCO2613	0,88	6,E-01	0,52	2,E-03	0,39	4,E-06	0,59	1,E-02	0,44	5,E-05	0,74	1,E-01
SCO2614	0,70	7,E-02	0,40	4,E-06	0,31	5,E-09	0,57	5,E-03	0,44	3,E-05	0,77	2,E-01
SCO2615	0,80	3,E-01	0,52	9,E-04	0,42	1,E-05	0,65	3,E-02	0,52	7,E-04	0,81	3,E-01
SCO2619	1,47	3,E-02	1,30	1,E-01	0,67	7,E-02	0,89	5,E-01	0,46	6,E-05	0,52	7,E-04
SCO2620	0,70	1,E-01	0,70	8,E-02	0,43	3,E-04	1,00	9,E-01	0,61	4,E-02	0,61	5,E-02
SCO2626	1,11	5,E-01	0,48	6,E-04	0,70	1,E-01	0,43	5,E-05	0,63	2,E-02	1,47	6,E-02
SCO2628	1,71	2,E-02	0,61	8,E-03	0,54	1,E-03	0,36	6,E-07	0,32	3,E-08	0,89	6,E-01
SCO2629	1,37	3,E-01	0,40	5,E-04	0,34	3,E-05	0,29	3,E-06	0,25	7,E-08	0,85	6,E-01
SCO2630	1,10	8,E-01	1,54	4,E-01	0,15	2,E-05	1,40	5,E-01	0,13	7,E-06	0,09	4,E-07
SCO2631	0,36	2,E-01	0,05	4,E-03	0,03	1,E-03	0,15	6,E-02	0,08	2,E-02	0,56	6,E-01
SCO2633	3,06	1,E-08	3,06	7,E-09	6,13	5,E-19	1,00	1,E+00	2,00	3,E-04	2,01	3,E-04
SCO2634	0,92	9,E-01	3,58	1,E-02	1,84	2,E-01	3,87	6,E-03	1,99	1,E-01	0,51	2,E-01
SCO2635	0,90	7,E-01	0,87	6,E-01	0,34	1,E-07	0,97	8,E-01	0,38	7,E-07	0,39	2,E-06
SCO2636	0,56	7,E-03	1,24	3,E-01	2,03	5,E-04	2,24	2,E-04	3,64	6,E-10	1,63	1,E-02
SCO2637	1,98	8,E-04	1,24	3,E-01	0,19	1,E-16	0,63	1,E-02	0,09	3,E-29	0,15	4,E-20
SCO2641	1,88	3,E-03	6,92	2,E-19	3,56	1,E-09	3,68	1,E-10	1,89	1,E-03	0,51	6,E-04
SCO2644	0,98	9,E-01	0,54	6,E-03	0,41	2,E-04	0,55	1,E-02	0,42	2,E-04	0,77	3,E-01
SCO2648	1,06	8,E-01	0,58	4,E-03	0,41	9,E-06	0,55	1,E-03	0,39	2,E-06	0,71	1,E-01
SCO2652	0,52	1,E-03	0,49	5,E-04	0,31	3,E-08	0,94	8,E-01	0,60	1,E-02	0,64	4,E-02
SCO2655	1,93	3,E-03	3,64	1,E-09	10,39	6,E-26	1,89	2,E-03	5,39	1,E-16	2,85	1,E-07
SCO2656	0,83	4,E-01	2,29	3,E-05	2,49	4,E-06	2,76	7,E-07	3,00	3,E-08	1,09	6,E-01
SCO2657	0,80	3,E-01	0,50	8,E-04	0,31	4,E-08	0,62	2,E-02	0,39	7,E-06	0,63	3,E-02
SCO2660	0,81	5,E-01	0,41	8,E-03	0,64	1,E-01	0,51	5,E-02	0,79	5,E-01	1,56	2,E-01
SCO2663	1,08	6,E-01	1,87	1,E-03	3,06	3,E-08	1,73	5,E-03	2,83	2,E-07	1,63	1,E-02
SCO2664	1,05	8,E-01	2,00	4,E-04	2,93	1,E-07	1,90	1,E-03	2,79	3,E-07	1,47	6,E-02
SCO2668	1,57	3,E-02	1,59	2,E-02	2,68	2,E-06	1,01	9,E-01	1,71	7,E-03	1,69	9,E-03
SCO2672	1,11	8,E-01	0,47	8,E-05	0,16	1,E-19	0,43	2,E-05	0,14	5,E-21	0,33	5,E-08
SCO2673	1,47	8,E-02	0,58	4,E-03	0,18	2,E-15	0,39	3,E-06	0,13	1,E-21	0,32	1,E-07
SCO2674	1,19	4,E-01	0,53	4,E-03	0,17	3,E-14	0,45	2,E-04	0,14	5,E-17	0,31	9,E-07
SCO2675	0,69	8,E-02	0,63	2,E-02	0,29	9,E-09	0,92	6,E-01	0,43	4,E-05	0,46	4,E-04
SCO2680	3,94	2,E-07	10,13	3,E-18	17,88	7,E-27	2,57	3,E-05	4,53	3,E-11	1,77	1,E-02
SCO2681	0,58	6,E-03	1,14	8,E-01	2,13	3,E-03	1,97	3,E-03	3,67	1,E-08	1,86	7,E-03
SCO2682	0,56	7,E-03	0,70	8,E-02	0,46	3,E-04	1,25	3,E-01	0,82	4,E-01	0,65	6,E-02
SCO2695	0,90	8,E-01	0,76	2,E-01	0,49	2,E-03	0,85	4,E-01	0,54	4,E-03	0,64	5,E-02
SCO2699	2,38	2,E-01	109,75	3,E-17	71,73	4,E-15	46,14	5,E-15	30,15	4,E-13	0,65	3,E-01
SCO2700	1,93	2,E-01	34,54	6,E-23	17,11	2,E-15	17,91	3,E-20	8,87	6,E-13	0,50	9,E-03
SCO2701	1,91	4,E-01	32,30	3,E-06	15,94	9,E-05	16,90	3,E-05	8,34	9,E-04	0,49	3,E-01
SCO2702	Inf	2,E-01	Inf	3,E-22	Inf	2,E-15	47,29	4,E-21	23,95	4,E-14	0,51	2,E-02
SCO2703	1,42	9,E-01	49,70	9,E-18	36,87	8,E-15	35,05	2,E-19	26,00	2,E-16	0,74	3,E-01
SCO2704	1,63	2,E-01	2,73	1,E-02	1,68	2,E-01	1,68	2,E-01	1,04	1,E+00	0,62	2,E-01
SCO2705	2,02	5,E-01	37,68	8,E-04	57,03	2,E-04	18,69	3,E-03	28,29	8,E-04	1,51	6,E-01
SCO2714	1,80	9,E-03	3,95	4,E-09	2,64	3,E-05	2,19	4,E-04	1,46	9,E-02	0,67	6,E-02
SCO2716	0,92	1,E+00	6,05	2,E-01	18,96	3,E-02	6,59	2,E-01	20,67	3,E-02	3,14	3,E-01
SCO2717	0,73	8,E-01	14,87	1,E-01	67,60	2,E-02	20,33	6,E-02	92,41	8,E-03	4,55	3,E-01
SCO2718	1,70	9,E-01	45,10	7,E-02	166,02	2,E-02	26,48	9,E-02	97,47	2,E-02	3,68	4,E-01
SCO2719	0,86	8,E-01	8,91	7,E-02	33,76	5,E-03	10,31	4,E-02	39,04	2,E-03	3,79	2,E-01
SCO2720	1,56	2,E-01	1,20	6,E-01	2,63	3,E-03	0,77	5,E-01	1,68	9,E-02	2,19	2,E-02
SCO2721	0,75	2,E-01	1,74	1,E-02	1,05	9,E-01	2,32	2,E-04	1,40	2,E-01	0,60	2,E-02
SCO2722	0,83	5,E-01	2,63	2,E-06	1,74	6,E-03	3,17	4,E-08	2,09	4,E-04	0,66	4,E-02
SCO2723	0,81	3,E-01	2,19	6,E-05	1,33	1,E-01	2,71	5,E-07	1,65	1,E-02	0,61	9,E-03
SCO2724	0,69	1,E-01	0,33	4,E-06	0,28	2,E-07	0,47	3,E-03	0,41	2,E-04	0,86	6,E-01
SCO2725	1,60	1,E-02	2,68	7,E-07	4,77	4,E-14	1,67	1,E-02	2,98	4,E-08	1,78	3,E-03
SCO2726	2,38	1,E-05	2,94	8,E-08	10,27	5,E-27	1,24	3,E-01	4,32	4,E-13	3,49	4,E-10
SCO2727	2,46	1,E-04	2,75	2,E-05	7,95	1,E-18	1,12	6,E-01	3,23	3,E-08	2,89	6,E-07
SCO2731	0,65	4,E-02	0,75	2,E-01	0,43	3,E-05	1,16	5,E-01	0,67	4,E-02	0,58	5,E-03
SCO2732	1,44	2,E-01	4,07	9,E-07	3,50	1,E-05	2,83	9,E-05	2,44	7,E-04	0,86	5,E-01
SCO2733	1,99	1,E-02	8,91	5,E-16	8,28	5,E-15	4,48	7,E-10	4,16	3,E-09	0,93	7,E-01
