gene logFC FDR add_variable
vnz_00545 -0.154543587598255 1 48h
vnz_00550 -0.50061908324183 1 18h
vnz_00550 -0.65682357570395 1 24h
vnz_00550 -0.350772824870777 1 48h
vnz_00555 -0.542314730474079 1 18h
vnz_00555 -0.597221296222452 1 24h
vnz_00555 -0.639954118413323 1 48h
vnz_00560 -0.557454015350197 1 18h
vnz_00560 -0.604853036465929 1 24h
vnz_00560 -0.324682017392052 1 48h
vnz_00565 -0.47195657346166 1 18h
vnz_00565 -0.603309140028725 1 24h
vnz_00565 -0.400787078812433 1 48h
vnz_00570 -0.526266600659942 1 18h
vnz_00570 -0.551691007609328 1 24h
vnz_00570 -0.373920422382834 1 48h
vnz_00575 -0.6879011591932 1 18h
vnz_00575 -0.515736275290974 1 24h
vnz_00575 -0.511450032662795 1 48h
vnz_00580 -0.824601381897454 0.05 18h
vnz_00580 -0.450950237939923 1 24h
vnz_00580 -0.454554051367324 1 48h
vnz_00585 -0.340950529607187 1 18h
vnz_00585 -0.689470344488809 1 24h
vnz_00585 -0.225635183875477 1 48h
vnz_00590 -0.21849978160497 1 18h
vnz_00590 -0.498540167269982 1 24h
vnz_00590 -0.341676593986184 1 48h
vnz_00595 -0.331880772398684 1 18h
vnz_00595 -0.482158732496245 1 24h
vnz_00595 -0.500717179141863 1 48h
vnz_00600 -0.631109326211575 1 18h
vnz_00600 -0.712449416358786 1 24h
vnz_00600 0.14259027013971 1 48h
vnz_00605 -0.453818658751334 1 18h
vnz_00605 -0.412085208887773 1 24h
vnz_00605 -0.450412366690702 1 48h
vnz_00610 -0.637985127160265 1 18h
vnz_00610 -0.341969810272793 1 24h
vnz_00610 -0.702351623546506 1 48h
vnz_00615 -0.314309461593274 1 18h
vnz_00615 -0.378214557013418 1 24h
vnz_00615 -0.62784009358162 1 48h
vnz_00620 -0.31945795672768 1 18h
vnz_00620 -0.030033534260626 1 24h
vnz_00620 -0.26982008270652 1 48h
vnz_00625 -0.409984634229343 1 18h
vnz_00625 -0.437976243922217 1 24h
vnz_00625 -0.687116399773199 0.05 48h
vnz_00630 -0.329373906232152 1 18h
vnz_00630 -0.318149214856096 1 24h
vnz_00630 -0.246289440357814 1 48h
vnz_00635 -0.177797571853656 1 18h
vnz_00635 -0.200634782166476 1 24h
vnz_00635 -0.272640265972467 1 48h
vnz_00640 -1.28005810065676 0.05 18h
vnz_00640 -0.990940336526535 0.05 24h
vnz_00640 -0.590646068583087 1 48h
vnz_00645 -0.570412923033892 1 18h
vnz_00645 -0.32952495069671 1 24h
vnz_00645 -0.354875651741028 1 48h
vnz_00650 -0.463759020290047 1 18h
vnz_00650 -0.694439130868737 1 24h
vnz_00650 -0.599811394084421 1 48h
vnz_00655 -0.621154056433853 1 18h
vnz_00655 -0.694674502278638 1 24h
vnz_00655 -0.492488793265372 1 48h
vnz_00660 -0.414118347029926 1 18h
vnz_00660 -0.492186859712564 1 24h
vnz_00660 -0.356792411775828 1 48h
vnz_00665 -0.438739368074455 1 18h
vnz_00665 -0.473745678684961 1 24h
vnz_00665 -0.378918951711828 1 48h
vnz_00670 0.345004811854354 1 18h
vnz_00670 0.378340385784689 0.05 24h
vnz_00670 -0.0147552411458887 1 48h
vnz_00675 -0.41191061182793 1 18h
vnz_00675 -0.271950499832322 1 24h
vnz_00675 -0.0797236432510102 1 48h
vnz_00680 -0.354459776282472 1 18h
vnz_00680 -0.349329755090306 1 24h
vnz_00680 -0.585789164123141 1 48h
vnz_00685 -0.695525937762666 1 18h
vnz_00685 -0.553078452654611 1 24h
vnz_00685 -0.38659411225791 1 48h
vnz_00690 -0.558617881091602 1 18h
vnz_00690 -0.658847345558728 1 24h
vnz_00690 -0.213284580543347 1 48h
vnz_00695 -0.814445331520561 0.05 18h
vnz_00695 -0.755707121756234 1 24h
vnz_00695 -0.590547582341231 1 48h
vnz_00700 -0.4433786903393 1 18h
vnz_00700 -0.438745666225317 1 24h
vnz_00700 -0.507801082921999 1 48h
vnz_00705 -0.646858112386034 1 18h
vnz_00705 -0.265594299593747 1 24h
vnz_00705 -0.390060227924108 1 48h
vnz_00710 -0.210876885177645 1 18h
vnz_00710 -0.0639913414068444 1 24h
vnz_00710 -0.489917734201139 1 48h
vnz_00715 -0.21145581394886 1 18h
vnz_00715 -0.115083039512312 1 24h
vnz_00715 -0.512930782585616 1 48h
vnz_00720 -0.399828163875126 1 18h
vnz_00720 0.106547328274385 1 24h
vnz_00720 -0.297776031207124 1 48h
vnz_00725 -0.411560889572639 1 18h
vnz_00725 0.00893681146956183 1 24h
vnz_00725 -0.417148089561567 1 48h
vnz_00735 0.0272502858385827 1 18h
vnz_00735 0.342864386519164 1 24h
vnz_00735 -0.362148020091781 1 48h
vnz_00740 -0.689536799813856 1 18h
vnz_00740 -0.264295530098431 1 24h
vnz_00740 -0.619947715900581 1 48h
vnz_00745 -0.491288609519035 1 18h
vnz_00745 -0.0578205201170238 1 24h
vnz_00745 -0.480421333694668 1 48h
vnz_00750 -0.261222880542153 1 18h
vnz_00750 -0.0327044968929287 1 24h
vnz_00750 -0.470428313108555 1 48h
vnz_00755 -0.570656394903441 1 18h
vnz_00755 -0.375255671629593 1 24h
vnz_00755 -0.485290131140973 1 48h
vnz_00760 -0.183800253777192 1 18h
vnz_00760 -0.184788892231743 1 24h
vnz_00760 -0.450615636521618 1 48h
vnz_00765 -0.308472880205557 1 18h
vnz_00765 -0.718644432442988 1 24h
vnz_00765 -0.42808214561597 1 48h
vnz_00770 -0.39993334202191 1 18h
vnz_00770 -0.735054672111167 1 24h
vnz_00770 -0.110438608270637 1 48h
vnz_00775 -0.128777871614859 1 18h
vnz_00775 -0.627618086546006 1 24h
vnz_00775 0.154582805642515 1 48h
vnz_00780 -0.733363547960039 1 18h
vnz_00780 -0.684828861718212 1 24h
vnz_00780 -0.126740820677836 1 48h
vnz_00785 -0.587317412906962 1 18h
vnz_00785 -0.430868475273893 1 24h
vnz_00785 -0.494141967063901 1 48h
vnz_00790 -0.493754332370359 1 18h
vnz_00790 -0.698225793994215 1 24h
vnz_00790 -0.317538973979828 1 48h
vnz_00795 -0.501370358892171 1 18h
vnz_00795 -0.608193008457995 1 24h
vnz_00795 -0.550420072786172 1 48h
vnz_00800 -0.470466178145769 1 18h
vnz_00800 -0.203941230964522 1 24h
vnz_00800 -0.522210772981805 1 48h
vnz_00805 -0.299803436729661 1 18h
vnz_00805 -0.21232720141401 1 24h
vnz_00805 -0.643359067628743 1 48h
vnz_00810 -0.262205589258601 1 18h
vnz_00810 -0.385468354888038 1 24h
vnz_00810 -0.0915859450949518 1 48h
vnz_00815 -0.548198472879452 1 18h
vnz_00815 -0.283652065087398 1 24h
vnz_00815 -0.232022763310161 1 48h
vnz_00820 -0.548794424240839 1 18h
vnz_00820 -0.201040418521869 1 24h
vnz_00820 -0.056478098482032 1 48h
vnz_00825 -0.820460376246855 0.05 18h
vnz_00825 -0.684678054014189 1 24h
vnz_00825 -0.120865767098581 1 48h
vnz_00830 -0.730945468237066 1 18h
vnz_00830 -1.08349848947417 0.05 24h
vnz_00830 0.0555124622779122 1 48h
vnz_00835 -0.659226434468233 1 18h
vnz_00835 -0.324551107164257 1 24h
vnz_00835 -0.169523468282194 1 48h
vnz_00840 -0.227881375863798 1 18h
vnz_00840 -0.212926198146403 1 24h
vnz_00840 -0.622534202490555 1 48h
vnz_00845 -0.454929388554347 1 18h
vnz_00845 0.00736670195134981 1 24h
vnz_00845 -0.622388284996603 1 48h
vnz_00850 -0.357653442004657 1 18h
vnz_00850 -0.254624005643455 1 24h
vnz_00850 -0.0025109598695457 1 48h
vnz_00855 -0.236777093814282 1 18h
vnz_00855 -0.269863476158986 1 24h
vnz_00855 -0.513905621706807 1 48h
vnz_00860 -0.300293744419948 1 18h
vnz_00860 -0.361977425636704 1 24h
vnz_00860 -0.559615427143295 1 48h
vnz_00865 -0.516080727863166 1 18h
vnz_00865 -0.565145564586419 1 24h
vnz_00865 -0.459387933968944 1 48h
vnz_00870 -0.545025004969727 1 18h
vnz_00870 -0.775481511168664 1 24h
vnz_00870 -0.396986949775191 1 48h
vnz_00875 -0.162184487077658 1 18h
vnz_00875 -0.426301833074684 1 24h
vnz_00875 -0.130917348857908 1 48h
vnz_00880 -0.269336809654433 1 18h
vnz_00880 -0.466338672920417 1 24h
vnz_00880 -0.105324226325477 1 48h
vnz_00885 -0.326183468575412 1 18h
vnz_00885 -0.191009653872569 1 24h
vnz_00885 -0.212408793807009 1 48h
vnz_00890 -0.136969699553576 1 18h
vnz_00890 -0.475080271305092 1 24h
vnz_00890 -0.198129349622261 1 48h
vnz_00900 0.281354781538156 1 18h
vnz_00900 -0.507582419366415 1 24h
vnz_00900 0.556150744607571 0.05 48h
vnz_00905 -0.121414149794151 1 18h
vnz_00905 -0.268591101397032 1 24h
vnz_00905 -0.166684188789254 1 48h
vnz_00910 -0.109099962533142 1 18h
vnz_00910 -0.106315696993449 1 24h
vnz_00910 -0.246785932545928 1 48h
vnz_00915 -0.264581834984788 1 18h
vnz_00915 -0.254189564563368 1 24h
vnz_00915 -0.350253794923122 1 48h
vnz_00920 0.0608143686318614 1 18h
vnz_00920 -0.185991290490772 1 24h
vnz_00920 -0.114706329405412 1 48h
vnz_00925 -0.287844620091736 1 18h
vnz_00925 -0.0156320444914538 1 24h
vnz_00925 -0.164734299726937 1 48h
vnz_00930 -0.324613343854054 1 18h
vnz_00930 -0.150206196925044 1 24h
vnz_00930 -0.517663573767128 1 48h
vnz_00935 -0.317880317463197 1 18h
vnz_00935 -0.120106407325989 1 24h
vnz_00935 -0.433389442255335 1 48h
vnz_00940 -0.337210329332334 1 18h
vnz_00940 -0.176922445010988 1 24h
vnz_00940 -0.343228317128524 1 48h
vnz_00945 -0.00358982776218462 1 18h
vnz_00945 -0.165665084738668 1 24h
vnz_00945 -0.0214404499208897 1 48h
vnz_00950 -0.377655594827843 1 18h
vnz_00950 -0.478457392892437 1 24h
vnz_00950 -0.332026227389047 1 48h
vnz_00955 -0.577058210547434 1 18h
vnz_00955 -0.849062934259163 1 24h
vnz_00955 -0.569733365603199 1 48h
vnz_00960 -0.285275858992488 1 18h
vnz_00960 -0.796395640208258 1 24h
vnz_00960 -0.330284745176946 1 48h
vnz_00965 -0.392479914547126 1 18h
vnz_00965 -0.960220159312121 0.05 24h
vnz_00965 -0.210367573843198 1 48h
vnz_00970 -0.928688972304189 0.05 18h
vnz_00970 -0.822387129579869 1 24h
vnz_00970 -0.309978078056372 1 48h
vnz_00975 -0.358465128998324 1 18h
vnz_00975 -0.502101102576325 1 24h
vnz_00975 -0.415540632926618 1 48h
vnz_00980 -0.162039599703062 1 18h
vnz_00980 -0.369783128106108 1 24h
vnz_00980 -0.128234380497684 1 48h
vnz_00985 -0.519708227873843 1 18h
vnz_00985 -0.765177172327918 1 24h
vnz_00985 -0.343602602163815 1 48h
vnz_00990 -0.0116987587132366 1 18h
vnz_00990 -0.391427541902152 1 24h
vnz_00990 0.294271508488879 1 48h
vnz_00995 0.122752938721302 1 18h
vnz_00995 -0.0104304756532122 1 24h
vnz_00995 -0.099924170819472 1 48h
vnz_01000 -0.440609847292847 1 18h
vnz_01000 -0.588525422052512 1 24h
vnz_01000 -0.3690920169778 1 48h
vnz_01005 -0.55556098850097 1 18h
vnz_01005 -0.990964735165813 0.05 24h
vnz_01005 -0.344230858188997 1 48h
vnz_01010 -0.465208360502251 1 18h
vnz_01010 -0.600314935393522 1 24h
vnz_01010 -0.337502735498456 1 48h
vnz_01015 -0.786098270026719 0.05 18h
vnz_01015 -0.770451405103518 1 24h
vnz_01015 -0.674307125845624 1 48h
vnz_01020 -0.158553046674043 1 18h
vnz_01020 -0.82398789139152 1 24h
vnz_01020 0.164542908363459 1 48h
vnz_01025 -0.0160305629933317 1 18h
vnz_01025 -0.65804861157078 1 24h
vnz_01025 -0.127209727449286 1 48h
vnz_01030 -0.400448691571442 1 18h
vnz_01030 -0.543450165670528 1 24h
vnz_01030 0.0544288671492373 1 48h
vnz_01035 -0.565934923105922 1 18h
vnz_01035 -1.29574501419772 0.05 24h
vnz_01035 -0.00399753963507912 1 48h
vnz_01040 -0.79904814939455 0.05 18h
vnz_01040 -0.933748472270751 0.05 24h
vnz_01040 -0.0691428824166783 1 48h
vnz_01045 -0.688262219304208 1 18h
vnz_01045 -0.744409000041902 1 24h
vnz_01045 -0.366407924990139 1 48h
vnz_01050 -0.761978551513176 1 18h
vnz_01050 -0.93689828827649 0.05 24h
vnz_01050 -0.353263157288877 1 48h
vnz_01055 -0.338705715821955 1 18h
vnz_01055 -0.897548520477147 0.05 24h
vnz_01055 -0.166842861916489 1 48h
vnz_01060 -0.842209566851852 0.05 18h
vnz_01060 -0.611445743158104 1 24h
vnz_01060 -0.519827688272147 1 48h
vnz_01065 -0.919345161435571 0.05 18h
vnz_01065 -1.03002863010409 0.05 24h
vnz_01065 -0.386537722422891 1 48h
vnz_01070 -0.606974035891565 1 18h
vnz_01070 -1.04863885505088 0.05 24h
vnz_01070 -0.154761007733624 1 48h
vnz_01075 -0.566689141787938 1 18h
vnz_01075 -0.69065811934634 1 24h
vnz_01075 -0.258988746288742 1 48h
vnz_01080 -0.694968103916446 1 18h
vnz_01080 -0.938005548130566 0.05 24h
vnz_01080 -0.152851020142508 1 48h
vnz_01085 -0.815087348433069 0.05 18h
vnz_01085 -0.48992216257546 1 24h
vnz_01085 -0.28038031343244 1 48h
vnz_01090 -0.726368950759124 1 18h
vnz_01090 -0.357431294729733 1 24h
vnz_01090 -0.53547538710335 1 48h
vnz_01095 -0.266558390959697 1 18h
vnz_01095 -0.368009229717391 1 24h
vnz_01095 -0.554741064694773 1 48h
vnz_01100 0.173377690116255 1 18h
vnz_01100 0.0983369097472429 1 24h
vnz_01100 -0.20911461204382 1 48h
vnz_01105 0.0221243739721983 1 18h
vnz_01105 -0.0740239219535334 1 24h
vnz_01105 -0.376265116288496 1 48h
vnz_01110 -0.528768296470655 1 18h
vnz_01110 -0.0889749495084386 1 24h
vnz_01110 -0.461065441273323 1 48h
vnz_01115 -0.401648200859283 1 18h
vnz_01115 -0.025800799806349 1 24h
vnz_01115 -0.508984240397269 1 48h
vnz_01120 -0.322744949266451 1 18h
vnz_01120 -0.088320674350287 1 24h
vnz_01120 -0.0329191571353959 1 48h
vnz_01125 -0.326645459119946 1 18h
vnz_01125 -0.619965487232011 1 24h
vnz_01125 -0.0641172629258874 1 48h
vnz_01130 -0.390024031143539 1 18h
vnz_01130 -0.357875128253963 1 24h
vnz_01130 -0.574459916170652 1 48h
vnz_01145 -0.388853589808656 1 18h
vnz_01145 -0.543353241590165 1 24h
vnz_01145 -0.0546626507764868 1 48h
vnz_01150 -0.575173116576136 1 18h
vnz_01150 -0.887356984351759 0.05 24h
vnz_01150 -0.430126523582594 1 48h
vnz_01155 -0.366163674829562 1 18h
vnz_01155 -0.65179971869762 1 24h
vnz_01155 -0.272340521352365 1 48h
vnz_01160 -0.359820341062598 1 18h
