gene logFC FDR add_variable
vnz_07845 -0.0686700738027292 1 48h
vnz_07850 0.0453141425344524 1 18h
vnz_07850 -0.0279335034637905 1 24h
vnz_07850 0.105358527568075 1 48h
vnz_07855 0.0832751466993546 1 18h
vnz_07855 -0.137984387743113 1 24h
vnz_07855 -0.0924438159569217 1 48h
vnz_07860 -0.339835804136484 1 18h
vnz_07860 -0.554167981328866 1 24h
vnz_07860 0.174616941721213 1 48h
vnz_07865 -0.0824725211909766 1 18h
vnz_07865 -0.920396450838488 0.05 24h
vnz_07865 0.153156500829694 1 48h
vnz_07870 -0.521730969451118 1 18h
vnz_07870 -1.12100071022393 0.05 24h
vnz_07870 -0.036885834326092 1 48h
vnz_07875 -0.236295690524871 1 18h
vnz_07875 -0.538773845179288 1 24h
vnz_07875 -0.271520734529598 1 48h
vnz_07880 -0.547379601684077 1 18h
vnz_07880 -0.403697707629026 1 24h
vnz_07880 -0.339112947463788 1 48h
vnz_07885 0.0565715867130085 1 18h
vnz_07885 -0.613006113785081 1 24h
vnz_07885 0.459995682319681 1 48h
vnz_07890 0.227003000052741 1 18h
vnz_07890 0.0350425340433628 1 24h
vnz_07890 -0.0871864137466817 1 48h
vnz_07895 -0.0273519445117539 1 18h
vnz_07895 -0.167394106131281 1 24h
vnz_07895 0.01745408699137 1 48h
vnz_07900 0.196177923856555 1 18h
vnz_07900 -0.110045217871002 1 24h
vnz_07900 -0.0515768490992608 1 48h
vnz_07905 0.470093013092111 0.05 18h
vnz_07905 0.00746964158547862 1 24h
vnz_07905 0.23007685191076 1 48h
vnz_07910 -0.293121431755194 1 18h
vnz_07910 -0.211780565675537 1 24h
vnz_07910 0.11446746436804 1 48h
vnz_07915 -0.278450635669907 1 18h
vnz_07915 -0.423933593135164 1 24h
vnz_07915 0.0976359493405593 1 48h
vnz_07920 0.0948929494559528 1 18h
vnz_07920 -0.213159303967044 1 24h
vnz_07920 -0.0714503889954315 1 48h
vnz_07925 0.176654125037605 1 18h
vnz_07925 -0.411348646406125 1 24h
vnz_07925 0.0128634687557274 1 48h
vnz_07930 -0.515997810242738 1 18h
vnz_07930 -0.636681196748725 1 24h
vnz_07930 -0.791499442968164 0.05 48h
vnz_07935 -0.072151419337912 1 18h
vnz_07935 -0.685146827635967 1 24h
vnz_07935 0.0205741597144224 1 48h
vnz_07940 -0.0155711219766636 1 18h
vnz_07940 -0.554364112263358 1 24h
vnz_07940 0.0795405733575838 1 48h
vnz_07945 -0.295175576569112 1 18h
vnz_07945 -0.378275543677013 1 24h
vnz_07945 -0.295921969792256 1 48h
vnz_07950 -0.117702185516586 1 18h
vnz_07950 -0.359882470463947 1 24h
vnz_07950 0.0738728149929538 1 48h
vnz_07955 -0.327311165715258 1 18h
vnz_07955 -0.0701375150657727 1 24h
vnz_07955 0.0043033007136098 1 48h
vnz_07960 0.382466842867305 1 18h
vnz_07960 0.340822862991052 1 24h
vnz_07960 0.403592363638876 1 48h
vnz_07965 0.328164965782534 1 18h
vnz_07965 0.135861628661285 1 24h
vnz_07965 0.128811638611594 1 48h
vnz_07970 0.122784688275777 1 18h
vnz_07970 -0.303774611119447 1 24h
vnz_07970 -0.295707599471822 1 48h
vnz_07975 -0.29814142489233 1 18h
vnz_07975 -0.651289093975527 1 24h
vnz_07975 -0.0428182227414219 1 48h
vnz_07980 -0.00431314173312103 1 18h
vnz_07980 -0.59517116688327 1 24h
vnz_07980 0.102005288868323 1 48h
vnz_07985 -0.426155875753249 1 18h
vnz_07985 -0.842435714822153 1 24h
vnz_07985 0.151267283424274 1 48h
vnz_07990 0.667295993710969 0.05 18h
vnz_07990 0.33416076996406 1 24h
vnz_07990 0.453479285258796 1 48h
vnz_08010 -0.0196231171052413 1 18h
vnz_08010 -0.0740070303272106 1 24h
vnz_08010 -0.0690295453182727 1 48h
vnz_08015 0.256956056340507 1 18h
vnz_08015 0.0951239434683011 1 24h
vnz_08015 0.0666904573563149 1 48h
vnz_08020 0.241835232211925 1 18h
vnz_08020 -0.029494479513492 1 24h
vnz_08020 -0.152412457571229 1 48h
vnz_08025 -0.967168568149078 0.05 18h
vnz_08025 -1.13471574033046 0.05 24h
vnz_08025 -0.475192170094069 1 48h
vnz_08030 -0.930843166622024 0.05 18h
vnz_08030 -1.12139033949908 0.05 24h
vnz_08030 -0.410730727303094 1 48h
vnz_08035 -1.12612597175443 0.05 18h
vnz_08035 -1.53274981896264 0.05 24h
vnz_08035 -0.522697713540271 1 48h
vnz_08040 -0.672044624011352 1 18h
vnz_08040 -1.02762828502124 0.05 24h
vnz_08040 -0.234580438969625 1 48h
vnz_08045 -0.497294797669887 1 18h
vnz_08045 -0.447407683717021 1 24h
vnz_08045 0.0666876697643482 1 48h
vnz_08050 0.926877750252366 0.05 18h
vnz_08050 0.531836988452856 0.05 24h
vnz_08050 0.751463422720967 0.05 48h
vnz_08060 -0.551743121802294 1 18h
vnz_08060 -1.14878477962151 0.05 24h
vnz_08060 -0.157582621522489 1 48h
vnz_08065 -0.5387490173825 1 18h
vnz_08065 -0.69207013683624 1 24h
vnz_08065 -0.0774840869301662 1 48h
vnz_08070 -0.54107721453785 1 18h
vnz_08070 -0.38326852852969 1 24h
vnz_08070 -0.140351773160932 1 48h
vnz_08075 -0.940793420612319 0.05 18h
vnz_08075 -1.19741276880663 0.05 24h
vnz_08075 0.19580096331636 1 48h
vnz_08080 -0.584062524703424 1 18h
vnz_08080 -1.05897105698813 0.05 24h
vnz_08080 1.17265541064316 0.05 48h
vnz_08085 -0.816424804512331 0.05 18h
vnz_08085 -0.836677742459286 1 24h
vnz_08085 0.339837853469848 1 48h
vnz_08090 -0.318895413780185 1 18h
vnz_08090 -0.516581243790237 1 24h
vnz_08090 0.548133656653872 0.05 48h
vnz_08095 0.0328746747933522 1 18h
vnz_08095 -0.474355948264458 1 24h
vnz_08095 0.681789465103569 0.05 48h
vnz_08100 -0.488483843633255 1 18h
vnz_08100 -0.982430655636183 0.05 24h
vnz_08100 1.22983350060882 0.05 48h
vnz_08105 -0.386532425034064 1 18h
vnz_08105 -0.714728707419029 1 24h
vnz_08105 0.433678144515275 1 48h
vnz_08110 -0.750209663577406 1 18h
vnz_08110 -0.545016267748187 1 24h
vnz_08110 -0.141878089179595 1 48h
vnz_08115 0.127041179210917 1 18h
vnz_08115 0.0881291260207359 1 24h
vnz_08115 0.325138300001891 1 48h
vnz_08120 0.300013614819931 1 18h
vnz_08120 0.120812362338205 1 24h
vnz_08120 0.0262571803179171 1 48h
vnz_08125 0.200697511636632 1 18h
vnz_08125 -0.212025850561929 1 24h
vnz_08125 0.343848755685904 1 48h
vnz_08130 -0.0242639340837238 1 18h
vnz_08130 -0.445464575649203 1 24h
vnz_08130 0.571167783873473 0.05 48h
vnz_08135 -0.0136815766788061 1 18h
vnz_08135 -0.171341624147709 1 24h
vnz_08135 -0.0460046105348033 1 48h
vnz_08140 -0.118750130582855 1 18h
vnz_08140 -0.203398429538915 1 24h
vnz_08140 0.127112560630976 1 48h
vnz_08145 -0.208052519370957 1 18h
vnz_08145 -0.0910371936088498 1 24h
vnz_08145 0.18662927756673 1 48h
vnz_08150 -0.234908192444841 1 18h
vnz_08150 -0.305219991682041 1 24h
vnz_08150 0.20411156599566 1 48h
vnz_08155 -0.224339769203326 1 18h
vnz_08155 -0.237213223969031 1 24h
vnz_08155 0.00826029525247787 1 48h
vnz_08160 -0.204662023794111 1 18h
vnz_08160 0.0180412329056328 1 24h
vnz_08160 -0.208991820375716 1 48h
vnz_08165 0.0774194098560508 1 18h
vnz_08165 -0.0151776962263331 1 24h
vnz_08165 0.0549508714239272 1 48h
vnz_08170 0.0695666118358747 1 18h
vnz_08170 0.148088514102132 1 24h
vnz_08170 -0.264090973650555 1 48h
vnz_08175 -0.0271372178485029 1 18h
vnz_08175 -0.138694350214053 1 24h
vnz_08175 -0.0584690196620313 1 48h
vnz_08180 -0.350063213937684 1 18h
vnz_08180 -0.444566475016774 1 24h
vnz_08180 0.0131049774252934 1 48h
vnz_08185 -0.371347049702039 1 18h
vnz_08185 -0.778375351030734 1 24h
vnz_08185 -0.0750186749846873 1 48h
vnz_08190 -0.286565109141152 1 18h
vnz_08190 -0.292823452795397 1 24h
vnz_08190 -0.0244116763344832 1 48h
vnz_08195 -0.110182984961964 1 18h
vnz_08195 -0.190140920324348 1 24h
vnz_08195 -0.154922788703602 1 48h
vnz_08200 0.137398652828986 1 18h
vnz_08200 -0.375383755838621 1 24h
vnz_08200 0.377310106344246 1 48h
vnz_08205 0.211027542751276 1 18h
vnz_08205 -0.082334906316712 1 24h
vnz_08205 0.10802725319781 1 48h
vnz_08215 -0.0283377101035967 1 18h
vnz_08215 -0.376265490155291 1 24h
vnz_08215 -0.102056564561749 1 48h
vnz_08220 -0.22967512775898 1 18h
vnz_08220 -0.302042455456077 1 24h
vnz_08220 0.188398529995003 1 48h
vnz_08225 -0.103260947416128 1 18h
vnz_08225 -0.239905533251834 1 24h
vnz_08225 -0.347852411413393 1 48h
vnz_08230 0.0400395579701534 1 18h
vnz_08230 -0.274386270559502 1 24h
vnz_08230 -0.230500519323751 1 48h
vnz_08235 0.550958204196971 0.05 18h
vnz_08235 0.0242594014008739 1 24h
vnz_08235 -0.175559938128138 1 48h
vnz_08240 0.157583584390869 1 18h
vnz_08240 -0.361639065664882 1 24h
vnz_08240 -0.0862146160297279 1 48h
vnz_08245 0.0941659225908972 1 18h
vnz_08245 0.0475330162797974 1 24h
vnz_08245 -0.173435222552053 1 48h
vnz_08250 -0.290709394586677 1 18h
vnz_08250 -0.226097854856416 1 24h
vnz_08250 -0.303800700518927 1 48h
vnz_08255 0.0707127370467511 1 18h
vnz_08255 -0.419677957227767 1 24h
vnz_08255 0.264505515364217 1 48h
vnz_08260 -0.140731283039931 1 18h
vnz_08260 -0.239239714480786 1 24h
vnz_08260 -0.134905678839709 1 48h
vnz_08265 -0.338118400157804 1 18h
vnz_08265 -0.661103166987667 1 24h
vnz_08265 0.155715735070151 1 48h
vnz_08270 -0.378952936080882 1 18h
vnz_08270 -0.488190151812157 1 24h
vnz_08270 0.173927526681431 1 48h
vnz_08275 -0.309573447488036 1 18h
vnz_08275 -0.279212131580739 1 24h
vnz_08275 0.142326792943419 1 48h
vnz_08280 -0.181410780451973 1 18h
vnz_08280 -0.617586304408659 1 24h
vnz_08280 0.16459541780848 1 48h
vnz_08285 0.813731450647147 0.05 18h
vnz_08285 0.749219771947354 0.05 24h
vnz_08285 0.569817026176789 0.05 48h
vnz_08290 -0.391522816233811 1 18h
vnz_08290 -0.409465522721109 1 24h
vnz_08290 -0.373371075252582 1 48h
vnz_08295 -0.344513354997732 1 18h
vnz_08295 -0.172327335638707 1 24h
vnz_08295 -0.192415000659197 1 48h
vnz_08300 -0.229426535949107 1 18h
vnz_08300 -0.238051652026932 1 24h
vnz_08300 -0.296720370662288 1 48h
vnz_08305 0.199019480778043 1 18h
vnz_08305 -0.118903417153883 1 24h
vnz_08305 0.369196312424673 1 48h
vnz_08310 0.39081439896888 1 18h
vnz_08310 0.393489544956093 0.05 24h
vnz_08310 0.320235527037109 1 48h
vnz_08315 -0.177167951671373 1 18h
vnz_08315 -0.624787313873745 1 24h
vnz_08315 0.241813824888347 1 48h
vnz_08320 -0.0264789106319972 1 18h
vnz_08320 -0.325457590279832 1 24h
vnz_08320 -0.125328663672002 1 48h
vnz_08325 0.532750390986649 0.05 18h
vnz_08325 -0.15749102565637 1 24h
vnz_08325 0.773801486542647 0.05 48h
vnz_08330 -0.272780118859632 1 18h
vnz_08330 -0.786128497032917 1 24h
vnz_08330 0.00958271457004716 1 48h
vnz_08335 -0.344329828103248 1 18h
vnz_08335 -0.897206879410819 0.05 24h
vnz_08335 0.0968780441481703 1 48h
vnz_08340 0.455237084790738 0.05 18h
vnz_08340 0.174403055285097 1 24h
vnz_08340 0.422546493313855 1 48h
vnz_08345 -0.168532696703406 1 18h
vnz_08345 -0.649057994601099 1 24h
vnz_08345 0.128829755027578 1 48h
vnz_08350 -0.425093793811747 1 18h
vnz_08350 -0.378522364489691 1 24h
vnz_08350 -0.296114821715765 1 48h
vnz_08355 0.483344538062535 0.05 18h
vnz_08355 0.547969253313569 0.05 24h
vnz_08355 0.288058854448214 1 48h
vnz_08360 0.360780446457973 1 18h
vnz_08360 0.0499506167341852 1 24h
vnz_08360 0.50259010656498 1 48h
vnz_08365 0.585003671472685 0.05 18h
vnz_08365 0.346585532575297 1 24h
vnz_08365 0.211476872501684 1 48h
vnz_08370 0.0933344397386063 1 18h
vnz_08370 -0.0835315786503767 1 24h
vnz_08370 -0.217845550771671 1 48h
vnz_08375 -0.235260476070271 1 18h
vnz_08375 -0.407524188192413 1 24h
vnz_08375 -0.105021903119235 1 48h
vnz_08380 0.00413541679168498 1 18h
vnz_08380 -0.101116088680222 1 24h
vnz_08380 0.175454092669487 1 48h
vnz_08385 -0.0219459936177034 1 18h
vnz_08385 -0.174935525586996 1 24h
vnz_08385 -0.0575418064101919 1 48h
vnz_08390 -0.346089801419225 1 18h
vnz_08390 -0.50715466594218 1 24h
vnz_08390 -0.0394596693550768 1 48h
vnz_08395 0.0239938003401721 1 18h
vnz_08395 -0.187574285402981 1 24h
vnz_08395 0.0905390556282526 1 48h
vnz_08400 0.727055191821525 0.05 18h
vnz_08400 0.425651504565037 0.05 24h
vnz_08400 0.343658372021542 1 48h
vnz_08405 0.352766605124036 1 18h
vnz_08405 0.0671147626573807 1 24h
vnz_08405 0.148781096535484 1 48h
vnz_08410 0.157143134111192 1 18h
vnz_08410 -0.133492478745465 1 24h
vnz_08410 0.22889632237552 1 48h
vnz_08415 -0.138740930725489 1 18h
vnz_08415 -0.586614675121701 1 24h
vnz_08415 0.0890573592326161 1 48h
vnz_08420 0.143411709345522 1 18h
vnz_08420 -0.502464058566276 1 24h
vnz_08420 -0.0718835784549689 1 48h
vnz_08425 -0.278608859277701 1 18h
vnz_08425 -0.578081546659932 1 24h
vnz_08425 -0.0964719827508987 1 48h
vnz_08430 -0.1501874725027 1 18h
vnz_08430 -0.424451472300109 1 24h
vnz_08430 -0.36277414492532 1 48h
vnz_08435 0.022114705512473 1 18h
vnz_08435 -0.205106780094397 1 24h
vnz_08435 -0.0940226839596164 1 48h
vnz_08440 1.26903767275415 0.05 18h
vnz_08440 0.907415353280184 0.05 24h
vnz_08440 0.654427941532745 0.05 48h
vnz_08445 0.529987216283263 0.05 18h
vnz_08445 0.550787549444053 0.05 24h
vnz_08445 0.0284258552560389 1 48h
vnz_08450 -0.485871967090407 1 18h
vnz_08450 -0.531180977837105 1 24h
vnz_08450 -0.353654827257673 1 48h
vnz_08455 -0.375429290974543 1 18h
vnz_08455 -0.286631184754585 1 24h
vnz_08455 0.0644866666292537 1 48h
vnz_08460 0.469528479001842 0.05 18h
vnz_08460 0.203598384267746 1 24h
vnz_08460 0.42325467751643 1 48h
vnz_08465 -0.172995020280204 1 18h
vnz_08465 -0.398556386790785 1 24h
vnz_08465 0.067586228205619 1 48h
vnz_08470 0.0962396149777582 1 18h
vnz_08470 -0.103446633844465 1 24h
vnz_08470 0.256699184806387 1 48h
vnz_08475 0.44827937830568 0.05 18h
vnz_08475 0.479197918439007 0.05 24h
vnz_08475 0.352203947962761 1 48h
vnz_08480 0.275430027639824 1 18h
vnz_08480 0.288849919249067 1 24h
vnz_08480 0.00819352998647314 1 48h
vnz_08485 -0.512759512023268 1 18h
vnz_08485 -0.466258078269226 1 24h
vnz_08485 -0.195798812518978 1 48h
vnz_08490 0.0174205405222843 1 18h
vnz_08490 -0.13966921335187 1 24h
vnz_08490 -0.176532044734051 1 48h
vnz_08495 1.75465995768081 0.05 18h
vnz_08495 1.69608099786085 0.05 24h
vnz_08495 1.69408645298291 0.05 48h
vnz_08500 1.28137085800306 0.05 18h
vnz_08500 1.05493026673807 0.05 24h
vnz_08500 0.871644123390855 0.05 48h
vnz_08505 -0.361744181053654 1 18h
vnz_08505 -0.530765402651606 1 24h
vnz_08505 -0.51163547111726 1 48h
vnz_08510 0.253441866337221 1 18h
vnz_08510 0.446707917956488 0.05 24h
vnz_08510 0.172063174901654 1 48h
vnz_08515 0.423470500165461 1 18h
vnz_08515 0.508220115928026 0.05 24h
vnz_08515 0.0450046212690913 1 48h
vnz_08520 0.477293217231758 0.05 18h
vnz_08520 0.761975368924005 0.05 24h
vnz_08520 -0.0899220810815197 1 48h
vnz_08525 0.128531235056424 1 18h
vnz_08525 0.151715764410941 1 24h
vnz_08525 -0.500215227725807 1 48h
vnz_08530 0.90036969557345 0.05 18h
vnz_08530 0.56297866629946 0.05 24h
vnz_08530 0.154259569504289 1 48h
vnz_08535 0.17438200616027 1 18h
vnz_08535 0.166435152912263 1 24h
vnz_08535 -0.177492001090471 1 48h
vnz_08540 0.288538850101566 1 18h
vnz_08540 0.319077640910705 1 24h
vnz_08540 -0.0124829776432991 1 48h
vnz_08545 -0.0725854236220918 1 18h
vnz_08545 -0.103074527686042 1 24h
vnz_08545 -0.339480612313258 1 48h
vnz_08550 0.690509568814548 0.05 18h
vnz_08550 0.590471676416114 0.05 24h
vnz_08550 0.336099875792543 1 48h
vnz_08555 -0.0233283280437979 1 18h
vnz_08555 -0.277374437575361 1 24h
vnz_08555 -0.111633623368724 1 48h
vnz_08560 -0.264124711182768 1 18h
vnz_08560 -0.840500274677135 1 24h
vnz_08560 0.012542318972349 1 48h
vnz_08565 0.0804459393048845 1 18h
vnz_08565 -0.433692119763441 1 24h
vnz_08565 0.0849525939744835 1 48h
vnz_08570 0.399239450109616 1 18h
vnz_08570 0.303465858007719 1 24h
vnz_08570 0.123413904205563 1 48h
vnz_08575 -0.264002931379897 1 18h
vnz_08575 -0.125781461929543 1 24h
vnz_08575 -0.0478856302500212 1 48h
vnz_08580 0.134660224971841 1 18h
vnz_08580 -0.0124575074029438 1 24h
vnz_08580 0.0682344903924531 1 48h
vnz_08585 0.235093423597675 1 18h
vnz_08585 -0.0294248218699042 1 24h
vnz_08585 0.0559470337634125 1 48h
vnz_08590 0.209152583299194 1 18h
vnz_08590 -0.114704903337563 1 24h
vnz_08590 0.0517952739923281 1 48h
vnz_08595 0.267958400702558 1 18h
vnz_08595 0.196014385992725 1 24h
vnz_08595 0.280622686223633 1 48h
vnz_08600 0.811434204896802 0.05 18h
vnz_08600 0.904666075961731 0.05 24h
vnz_08600 0.547476525571192 0.05 48h
vnz_08605 0.417822028395572 1 18h
vnz_08605 -0.226032171282525 1 24h
vnz_08605 0.731451354966933 0.05 48h
vnz_08610 -0.0448712698069117 1 18h
vnz_08610 -0.18424823072776 1 24h
vnz_08610 0.137534823655852 1 48h
vnz_08615 -0.220058732707127 1 18h
vnz_08615 -0.306351876334092 1 24h
vnz_08615 -0.11203579830173 1 48h
vnz_08620 -0.140556960906806 1 18h
vnz_08620 -0.0578497914485137 1 24h
vnz_08620 -0.138936262192561 1 48h
vnz_08625 0.0478270747882068 1 18h
vnz_08625 0.129630584106498 1 24h
vnz_08625 0.115871995281467 1 48h
vnz_08630 0.281251255221839 1 18h
vnz_08630 -0.0304006166783938 1 24h
vnz_08630 0.00100836102442612 1 48h
vnz_08635 0.0969625552748306 1 18h
vnz_08635 -0.228539987933853 1 24h
vnz_08635 -0.0858113564610847 1 48h
vnz_08640 -0.0668540660797184 1 18h
vnz_08640 -0.0272861964639898 1 24h
vnz_08640 -0.131263746597583 1 48h
vnz_08645 0.313983602553734 1 18h
vnz_08645 0.0830902658788701 1 24h
vnz_08645 -0.0357674901439558 1 48h
vnz_08650 0.752745109824966 0.05 18h
vnz_08650 0.73051517086331 0.05 24h
vnz_08650 0.695329994553193 0.05 48h
vnz_08655 -0.0155805462436717 1 18h
vnz_08655 0.260988628248061 1 24h
vnz_08655 0.162962544282511 1 48h
vnz_08660 -0.121350071224825 1 18h
vnz_08660 -0.107871087979239 1 24h
vnz_08660 0.089778032824807 1 48h
vnz_08665 -2.24375529156285 1 18h
vnz_08665 -3.16925506588636 1 24h
vnz_08665 -0.62890880552987 1 48h
vnz_08670 -0.252585171282588 1 18h
vnz_08670 -0.0477182756371469 1 24h
vnz_08670 0.108235264196723 1 48h
vnz_08675 0.499233273831738 0.05 18h
vnz_08675 0.430441545584095 0.05 24h
vnz_08675 0.210526574118588 1 48h
vnz_08680 0.065797845702939 1 18h
vnz_08680 0.0246417398859127 1 24h
vnz_08680 0.131423175614503 1 48h
vnz_08685 -0.366738554891185 1 18h
vnz_08685 -0.211311435135935 1 24h
vnz_08685 -0.172514234046141 1 48h
vnz_08690 0.0148452899396689 1 18h
vnz_08690 -0.197688851903517 1 24h
vnz_08690 -0.152130484358843 1 48h
vnz_08695 -0.801424910416246 0.05 18h
vnz_08695 -0.493356559296126 1 24h
vnz_08695 -1.03088742188949 0.05 48h
vnz_08700 0.763748572956814 0.05 18h
vnz_08700 0.6428729744171 0.05 24h
vnz_08700 0.299221787922657 1 48h
vnz_08705 0.0160135986840893 1 18h
vnz_08705 0.0192764570917604 1 24h
vnz_08705 -0.135443812401773 1 48h
vnz_08710 -0.208013773031279 1 18h
vnz_08710 -0.0525648739316247 1 24h
vnz_08710 -0.40969234285874 1 48h
vnz_08715 -0.324976722097049 1 18h
vnz_08715 -0.0486011297332399 1 24h
vnz_08715 -0.359690892917116 1 48h
vnz_08720 -0.509404561708614 1 18h
vnz_08720 -0.19801521095986 1 24h
vnz_08720 -0.252595629675199 1 48h
vnz_08725 -0.168318152719633 1 18h
vnz_08725 -0.0831082913286941 1 24h
vnz_08725 -0.237989450051492 1 48h
vnz_08730 -0.159452542209464 1 18h
vnz_08730 -0.0263558343526698 1 24h
vnz_08730 0.0680931016348981 1 48h
vnz_08735 0.203799271655756 1 18h
vnz_08735 0.502871218778302 0.05 24h
vnz_08735 -0.0821304219046202 1 48h
vnz_08740 0.0681721529119956 1 18h
vnz_08740 0.168651223001725 1 24h
vnz_08740 0.0597560697628524 1 48h
vnz_08745 0.875502021528586 0.05 18h
vnz_08745 0.451649885262768 0.05 24h
vnz_08745 0.57173368638573 0.05 48h
vnz_08750 0.146213039699027 1 18h
vnz_08750 0.259666992846283 1 24h
vnz_08750 -0.172064780921354 1 48h
vnz_08755 1.5825357931255 0.05 18h
vnz_08755 1.25324017598009 0.05 24h
vnz_08755 1.06634263404187 0.05 48h
vnz_08760 1.43163205811172 0.05 18h
vnz_08760 1.18039489859637 0.05 24h
vnz_08760 0.815318545053662 0.05 48h
vnz_08765 -0.24972429165233 1 18h
vnz_08765 -0.562527102600519 1 24h
vnz_08765 -0.0799848174851271 1 48h
vnz_08770 0.118532687122994 1 18h
vnz_08770 0.0877302656666214 1 24h
vnz_08770 0.0383445695134741 1 48h
vnz_08775 -0.536133303416998 1 18h
vnz_08775 -0.300559473648963 1 24h
vnz_08775 -0.0211377485759714 1 48h
vnz_08780 0.532290931116294 0.05 18h
vnz_08780 0.385878757859784 0.05 24h
vnz_08780 0.141942222808815 1 48h
vnz_08785 0.280133217447153 1 18h
vnz_08785 0.185079011167971 1 24h
vnz_08785 0.0646817170704024 1 48h
vnz_08790 0.506641862574891 0.05 18h
vnz_08790 0.204279914059501 1 24h
vnz_08790 0.129467010671147 1 48h
vnz_08795 -0.067970817179964 1 18h
vnz_08795 -0.54400632176076 1 24h
vnz_08795 0.254846763601763 1 48h
vnz_08800 -0.281415727698718 1 18h
vnz_08800 -0.0397111842177529 1 24h
vnz_08800 0.00777066567629869 1 48h
vnz_08805 0.752325784362979 0.05 18h
vnz_08805 0.517387868483009 0.05 24h
vnz_08805 0.31925278863576 1 48h
vnz_08810 -0.0663328401185763 1 18h
vnz_08810 0.0536699830581284 1 24h
vnz_08810 -0.0692297844551529 1 48h
vnz_08815 1.94382980297871 0.05 18h
vnz_08815 1.94152231253188 0.05 24h
vnz_08815 1.35095642212828 0.05 48h
vnz_08820 0.430040461774729 0.05 18h
vnz_08820 0.304477795610104 1 24h
vnz_08820 0.13824627014272 1 48h
vnz_08825 0.783346224884446 0.05 18h
vnz_08825 0.491565583158544 0.05 24h
vnz_08825 0.462902109725561 1 48h
vnz_08830 -0.44711069254625 1 18h
vnz_08830 -0.46490940913956 1 24h
vnz_08830 0.0901635712380029 1 48h
vnz_08835 1.57067635432901 0.05 18h
vnz_08835 1.36643468201684 0.05 24h
vnz_08835 1.68950251297545 0.05 48h
vnz_08840 -0.166383184975663 1 18h
vnz_08840 -0.497076450676702 1 24h
vnz_08840 0.090970476433876 1 48h
vnz_08845 0.228497789642261 1 18h
vnz_08845 0.148531057580069 1 24h
vnz_08845 -0.126536278339118 1 48h
vnz_08850 -0.194572757330725 1 18h
vnz_08850 -0.678158619123805 1 24h
vnz_08850 -1.24142549787945 0.05 48h
vnz_08855 -0.0120446998707364 1 18h
vnz_08855 -0.484423067846232 1 24h
vnz_08855 -1.14444125213704 0.05 48h
vnz_08860 0.360568348840762 1 18h
vnz_08860 -0.368149980909211 1 24h
vnz_08860 -0.895642345939465 0.05 48h
vnz_08865 0.311761929405439 1 18h
vnz_08865 0.0799800947000953 1 24h
vnz_08865 -0.60064862960619 1 48h
vnz_08870 0.0265620879424519 1 18h
vnz_08870 0.360641959204722 0.05 24h
vnz_08870 0.160895964393925 1 48h
vnz_08875 -1.11597081553042 0.05 18h
vnz_08875 -0.630222292840157 1 24h
vnz_08875 -0.852450503636728 0.05 48h
vnz_08880 0.422678748998037 1 18h
vnz_08880 -0.033837133645204 1 24h
vnz_08880 -0.129149565436065 1 48h
vnz_08885 -0.0148823086008328 1 18h
vnz_08885 -0.61391425893617 1 24h
vnz_08885 -0.891235187858206 0.05 48h
vnz_08890 0.310637388014511 1 18h
vnz_08890 -0.245688856562864 1 24h
vnz_08890 -0.590213420244563 1 48h
vnz_08895 0.307692905277559 1 18h
vnz_08895 -0.228830022795296 1 24h
vnz_08895 0.411255230534946 1 48h
vnz_08900 0.472160028075148 0.05 18h
vnz_08900 0.360309116462557 0.05 24h
vnz_08900 0.170600531451191 1 48h
vnz_08905 0.496576235972943 0.05 18h
vnz_08905 0.125223658133062 1 24h
vnz_08905 0.412158548232332 1 48h
vnz_08910 2.65661426705496 0.05 18h
vnz_08910 2.03595709577987 0.05 24h
vnz_08910 2.36019296582024 0.05 48h
vnz_08915 0.759000844226889 0.05 18h
vnz_08915 0.937561318683976 0.05 24h
vnz_08915 1.30447521998302 0.05 48h
vnz_08920 -0.60423562630104 1 18h
vnz_08920 -0.0604963338408561 1 24h
vnz_08920 -0.484833627082087 1 48h
vnz_08925 -0.639181160858036 1 18h
vnz_08925 -0.27635222284465 1 24h
vnz_08925 -0.310658176615857 1 48h
vnz_08930 -0.0296111008006994 1 18h
vnz_08930 0.0208624518214928 1 24h
vnz_08930 0.0267565033711963 1 48h
vnz_08935 -0.162137895351699 1 18h
vnz_08935 -0.0996296519478243 1 24h
vnz_08935 0.0570465441425049 1 48h
vnz_08940 0.780039064727863 0.05 18h
vnz_08940 0.457620076432704 0.05 24h
vnz_08940 0.115701094554672 1 48h
vnz_08945 0.722828859911488 0.05 18h
vnz_08945 0.568993091849017 0.05 24h
vnz_08945 0.509394057915715 1 48h
vnz_08950 0.480414358052908 0.05 18h
vnz_08950 0.345179512135854 1 24h
vnz_08950 0.408800881128006 1 48h
vnz_08955 0.302607811431194 1 18h
vnz_08955 0.105741197670282 1 24h
vnz_08955 0.0914442869176215 1 48h
vnz_08960 0.0534988096443886 1 18h
vnz_08960 0.0264532860253767 1 24h
vnz_08960 0.0962668068001766 1 48h
vnz_08965 0.175400839574585 1 18h
vnz_08965 -0.0443723979918776 1 24h
vnz_08965 0.0507234246382979 1 48h
vnz_08970 -0.0950125766421548 1 18h
vnz_08970 -0.48885391418129 1 24h
vnz_08970 -0.0486536486914767 1 48h
vnz_08975 0.39899745925336 1 18h
