"gene","logFC","FDR","add_variable","start","end","width","strand","data_name"
"SCO3173",-0.0780025120012732,0.658503824,"PS04M145",3477824,3478471,648,"+","szafran2019"
"SCO3174",0.39231742277876,0.54138152,"PS04M145",3478490,3479314,825,"-","szafran2019"
"SCO3175",-0.431431937529512,0.026177106,"PS04M145",3479362,3479847,486,"+","szafran2019"
"SCO3176",-3.58496250072116,7.35e-195,"PS04M145",3479867,3481618,1752,"-","szafran2019"
"SCO3177",-0.97415999506474,1.12e-06,"PS04M145",3481968,3483236,1269,"-","szafran2019"
"SCO3179",0.263034405833794,1,"PS04M145",3484069,3484608,540,"-","szafran2019"
"SCO3180",0.501501590028313,0.490815587,"PS04M145",3484605,3485117,513,"-","szafran2019"
"SCO3181",0.0414199273799808,1,"PS04M145",3485204,3486478,1275,"-","szafran2019"
"SCO3182",-0.126129883562628,0.380428795,"PS04M145",3486550,3487461,912,"-","szafran2019"
"SCO3183",1.13006054056437,8.54e-05,"PS04M145",3487555,3488169,615,"+","szafran2019"
"SCO3184",-0.760246418002115,0.000781,"PS04M145",3488258,3491068,2811,"-","szafran2019"
"SCO3185",0.795180208111502,0.040721712,"PS04M145",3491383,3492930,1548,"+","szafran2019"
"SCO3186",0.512648295905266,0.346023723,"PS04M145",3493179,3494444,1266,"+","szafran2019"
"SCO3187",-1.01294516632346,3.73e-07,"PS04M145",3494512,3494844,333,"+","szafran2019"
"SCO3188",0.975421977279334,0.002380042,"PS04M145",3494975,3495817,843,"+","szafran2019"
"SCO3189",0.906890595608518,0.161482053,"PS04M145",3496079,3496558,480,"+","szafran2019"
"SCO3190",2.28876123095216,5.01e-45,"PS04M145",3496670,3497140,471,"+","szafran2019"
"SCO3191",0.432440545540289,0.795682435,"PS04M145",3497181,3497357,177,"-","szafran2019"
"SCO3192",1.30485458152842,2.47e-07,"PS04M145",3497381,3498703,1323,"+","szafran2019"
"SCO3193",0.527247002864869,0.272417607,"PS04M145",3498864,3499910,1047,"+","szafran2019"
"SCO3194",-1.18173430373195,0.001182363,"PS04M145",3500071,3501294,1224,"+","szafran2019"
"SCO3195",0.419713986488317,0.557476295,"PS04M145",3501532,3502212,681,"+","szafran2019"
"SCO3196",0.0936350721112302,1,"PS04M145",3502247,3504346,2100,"-","szafran2019"
"SCO3197",0.777607578663552,0.026644605,"PS04M145",3504474,3505421,948,"-","szafran2019"
"SCO3198",1.09177154044369,0.00026,"PS04M145",3505418,3506179,762,"-","szafran2019"
"SCO3199",0,1,"PS04M145",3506390,3507907,1518,"-","szafran2019"
"SCO3200",2.20163386116965,1,"PS04M145",3507970,3508941,972,"+","szafran2019"
"SCO3201",0.360175564244325,0.64687388,"PS04M145",3509244,3509954,711,"-","szafran2019"
"SCO3202",-0.953870829270799,1.43e-06,"PS04M145",3510381,3511379,999,"-","szafran2019"
"SCO3203",0.667424660913129,0.225130932,"PS04M145",3511595,3512110,516,"+","szafran2019"
"SCO3204",0,1,"PS04M145",3512143,3512904,762,"-","szafran2019"
"SCO3205",0.723159794641176,0.053674288,"PS04M145",3513024,3513515,492,"+","szafran2019"
"SCO3206",-0.500428990509489,0.029415366,"PS04M145",3513616,3515160,1545,"-","szafran2019"
"SCO3207",-0.421463768438277,0.143076243,"PS04M145",NA,NA,NA,NA,"szafran2019"
"SCO3208",1,1,"PS04M145",3516275,3517573,1299,"+","szafran2019"
"SCO3209",1.24792751344359,1,"PS04M145",3517633,3519207,1575,"+","szafran2019"
"SCO3210",1,1,"PS04M145",3519449,3520903,1455,"-","szafran2019"
"SCO3211",1,1,"PS04M145",3520900,3521676,777,"-","szafran2019"
"SCO3212",0,1,"PS04M145",3521673,3522680,1008,"-","szafran2019"
"SCO3213",Inf,1,"PS04M145",3522697,3523299,603,"-","szafran2019"
"SCO3214",Inf,1,"PS04M145",3523296,3524831,1536,"-","szafran2019"
"SCO3215",Inf,1,"PS04M145",3524828,3525844,1017,"-","szafran2019"
"SCO3216",1,1,"PS04M145",3526137,3528527,2391,"+","szafran2019"
"SCO3217",0.46948528330122,1,"PS04M145",3529272,3531188,1917,"+","szafran2019"
"SCO3218",0.430634354329862,1,"PS04M145",3531250,3531465,216,"-","szafran2019"
"SCO3219",NA,1,"PS04M145",3531588,3532763,1176,"-","szafran2019"
"SCO3220",NA,1,"PS04M145",3532971,3533399,429,"-","szafran2019"
"SCO3221",NA,1,"PS04M145",3533492,3534346,855,"-","szafran2019"
"SCO3222",-1,1,"PS04M145",3534444,3534899,456,"-","szafran2019"
"SCO3223",-0.206450877467426,1,"PS04M145",3535054,3535848,795,"-","szafran2019"
"SCO3224",0.144389909335175,1,"PS04M145",3535855,3536808,954,"-","szafran2019"
"SCO3225",0.347923303420307,0.675607439,"PS04M145",3536945,3538660,1716,"+","szafran2019"
"SCO3226",-0.557612012576201,0.004939286,"PS04M145",3538679,3539347,669,"+","szafran2019"
"SCO3227",0,1,"PS04M145",3539337,3540671,1335,"-","szafran2019"
"SCO3228",-Inf,1,"PS04M145",3540668,3541801,1134,"-","szafran2019"
"SCO3229",NA,1,"PS04M145",3541951,3543066,1116,"-","szafran2019"
"SCO3230",1,1,"PS04M145",3543335,3565726,22392,"+","szafran2019"
"SCO3231",2,1,"PS04M145",3565723,3576735,11013,"+","szafran2019"
"SCO3232",1,1,"PS04M145",3576735,3583988,7254,"+","szafran2019"
"SCO3233",0.415037499278844,1,"PS04M145",3583992,3584810,819,"+","szafran2019"
"SCO3234",1.26303440583379,1,"PS04M145",3584822,3585724,903,"+","szafran2019"
"SCO3235",Inf,1,"PS04M145",3585800,3587647,1848,"-","szafran2019"
"SCO3236",-Inf,1,"PS04M145",3587687,3588688,1002,"-","szafran2019"
"SCO3237",NA,1,"PS04M145",3588746,3590134,1389,"-","szafran2019"
"SCO3238",-Inf,1,"PS04M145",3590146,3591306,1161,"-","szafran2019"
"SCO3239",Inf,1,"PS04M145",3591313,3592182,870,"-","szafran2019"
"SCO3240",NA,1,"PS04M145",3592179,3592889,711,"-","szafran2019"
"SCO3241",0,1,"PS04M145",3592886,3593758,873,"-","szafran2019"
"SCO3242",NA,1,"PS04M145",3593755,3594630,876,"-","szafran2019"
"SCO3243",2.32192809488736,1,"PS04M145",3594627,3595793,1167,"-","szafran2019"
"SCO3244",0,1,"PS04M145",3595843,3596640,798,"-","szafran2019"
"SCO3245",0,1,"PS04M145",3596708,3597970,1263,"-","szafran2019"
"SCO3246",Inf,1,"PS04M145",3598017,3599009,993,"-","szafran2019"
"SCO3247",0,1,"PS04M145",3599006,3600808,1803,"-","szafran2019"
"SCO3248",2.32192809488736,1,"PS04M145",3600858,3602078,1221,"-","szafran2019"
"SCO3249",1.32192809488736,0.043986371,"PS04M145",3602075,3602320,246,"-","szafran2019"
"SCO3250",NA,1,"PS04M145",3602753,3603907,1155,"-","szafran2019"
"SCO3251",NA,1,"PS04M145",3603907,3604107,201,"-","szafran2019"
"SCO3252",NA,1,"PS04M145",3604104,3605504,1401,"-","szafran2019"
"SCO3253",NA,1,"PS04M145",3605594,3605911,318,"-","szafran2019"
"SCO3254",NA,1,"PS04M145",3605935,3606090,156,"-","szafran2019"
"SCO3255",NA,1,"PS04M145",3606102,3606263,162,"-","szafran2019"
"SCO3256",NA,1,"PS04M145",3606326,3606979,654,"-","szafran2019"
"SCO3257",Inf,1,"PS04M145",3607061,3608416,1356,"-","szafran2019"
"SCO3258",0.415037499278844,1,"PS04M145",3608420,3608776,357,"-","szafran2019"
"SCO3259",-0.0634253801416336,0.795929804,"PS04M145",3608916,3609695,780,"-","szafran2019"
"SCO3260",-0.0458036896131248,0.666693797,"PS04M145",3609789,3610178,390,"+","szafran2019"
"SCO3261",-0.513739003947953,0.014368738,"PS04M145",3610876,3612171,1296,"+","szafran2019"
"SCO3262",-0.176380023579612,0.295883543,"PS04M145",3612168,3612917,750,"+","szafran2019"
"SCO3263",0.584962500721156,1,"PS04M145",3613332,3613631,300,"-","szafran2019"
"SCO3264",Inf,1,"PS04M145",3613628,3614359,732,"-","szafran2019"
"SCO3265",NA,1,"PS04M145",3614368,3614592,225,"-","szafran2019"
"SCO3266",Inf,1,"PS04M145",3614589,3614792,204,"-","szafran2019"
"SCO3267",3,1,"PS04M145",3614834,3615034,201,"+","szafran2019"
"SCO3268",1,1,"PS04M145",3615122,3615400,279,"-","szafran2019"
"SCO3269",1,0.008260615,"PS04M145",3615480,3616235,756,"+","szafran2019"
"SCO3270",1.15754127698648,0.002671431,"PS04M145",3616286,3616798,513,"+","szafran2019"
"SCO3271",-1,1,"PS04M145",3617075,3617377,303,"+","szafran2019"
"SCO3272",1.32192809488736,1,"PS04M145",3617612,3617980,369,"-","szafran2019"
"SCO3273",-0.305502546974251,0.204192237,"PS04M145",3618213,3618479,267,"+","szafran2019"
"SCO3274",-0.440572591385981,0.073479977,"PS04M145",3618476,3618922,447,"+","szafran2019"
"SCO3275",0.30610312772568,1,"PS04M145",3619017,3619469,453,"-","szafran2019"
"SCO3276",-0.180572245641821,1,"PS04M145",3619892,3621391,1500,"+","szafran2019"
"SCO3277",4,1,"PS04M145",3621404,3622270,867,"-","szafran2019"
"SCO3278",Inf,1,"PS04M145",3622465,3622593,129,"+","szafran2019"
"SCO3279",1,1,"PS04M145",3622590,3623804,1215,"+","szafran2019"
"SCO3280",-0.736965594166206,1,"PS04M145",3623801,3624412,612,"+","szafran2019"
"SCO3281",-3.32192809488736,2.21e-40,"PS04M145",3624449,3624859,411,"-","szafran2019"
"SCO3282",1.15200309344505,0.000234,"PS04M145",3625007,3625663,657,"+","szafran2019"
"SCO3283",0.178337241258512,1,"PS04M145",3625695,3626462,768,"-","szafran2019"
"SCO3284",0.652076696579693,1,"PS04M145",3626633,3628768,2136,"+","szafran2019"
"SCO3285",-0.632268215499513,0.003775061,"PS04M145",3628805,3634123,5319,"-","szafran2019"
"SCO3286",-0.44859005898987,0.02114974,"PS04M145",3634209,3636242,2034,"-","szafran2019"
"SCO3287",Inf,1,"PS04M145",3636329,3636847,519,"+","szafran2019"
"SCO3288",-1.32192809488736,1,"PS04M145",3636856,3637587,732,"+","szafran2019"
"SCO3289",-1.32192809488736,1,"PS04M145",3637594,3639204,1611,"+","szafran2019"
"SCO3290",-1.16992500144231,1,"PS04M145",3639201,3639950,750,"+","szafran2019"
"SCO3291",-0.277533975528909,0.346023723,"PS04M145",3640178,3641611,1434,"+","szafran2019"
"SCO3292",2.44930740136359,4.95e-49,"PS04M145",3641739,3642248,510,"-","szafran2019"
"SCO3293",0.893084796083488,1,"PS04M145",3642308,3642811,504,"-","szafran2019"
"SCO3294",1.16992500144231,1,"PS04M145",3642817,3644163,1347,"-","szafran2019"
"SCO3295",1.32192809488736,1,"PS04M145",3644267,3644935,669,"-","szafran2019"
"SCO3296",2.70043971814109,1,"PS04M145",3644932,3646035,1104,"-","szafran2019"
"SCO3297",0.69389687227432,0.358628557,"PS04M145",3646131,3646469,339,"+","szafran2019"
"SCO3298",0.447458976971221,0.375449025,"PS04M145",3646539,3647321,783,"+","szafran2019"
"SCO3299",1.20262916651502,6.15e-06,"PS04M145",3647355,3648548,1194,"-","szafran2019"
"SCO3300",1.05595640597402,0.000502,"PS04M145",3648648,3649631,984,"+","szafran2019"
"SCO3301",0.486987341157859,0.58902238,"PS04M145",3649764,3650615,852,"+","szafran2019"
"SCO3302",1.01559685505102,0.001382985,"PS04M145",3650705,3652006,1302,"+","szafran2019"
"SCO3303",-0.436099114806674,0.025492482,"PS04M145",3652259,3654001,1743,"-","szafran2019"
"SCO3304",-0.116575576849379,0.469681624,"PS04M145",3654175,3655935,1761,"+","szafran2019"
"SCO3305",0.614108846380673,0.174441451,"PS04M145",3656071,3657396,1326,"+","szafran2019"
"SCO3306",-0.765534746362977,1,"PS04M145",3657329,3658543,1215,"-","szafran2019"
"SCO3307",-1.25938662881865,9.51e-11,"PS04M145",3658635,3659537,903,"-","szafran2019"
"SCO3308",-0.346450414021431,0.078018773,"PS04M145",3659641,3661035,1395,"-","szafran2019"
"SCO3309",-1.1926450779424,1.76e-07,"PS04M145",3661178,3661555,378,"-","szafran2019"
"SCO3310",1.22239242133645,1,"PS04M145",3661737,3661991,255,"+","szafran2019"
"SCO3311",-1.42972316976481,4.16e-12,"PS04M145",3662050,3663042,993,"-","szafran2019"
"SCO3312",-1.24511249783653,8.55e-08,"PS04M145",3663566,3663976,411,"+","szafran2019"
"SCO3313",1.26303440583379,1,"PS04M145",3663973,3664890,918,"-","szafran2019"
"SCO3314",0.700439718141092,1,"PS04M145",3665180,3666136,957,"-","szafran2019"
"SCO3315",-0.53051471669878,1,"PS04M145",3666265,3666957,693,"+","szafran2019"
"SCO3316",0.467126010427298,0.412834509,"PS04M145",3666980,3667756,777,"-","szafran2019"
"SCO3317",0.117651588654273,1,"PS04M145",3668023,3669720,1698,"-","szafran2019"
"SCO3318",-0.327328082629952,0.130305501,"PS04M145",3669717,3670676,960,"-","szafran2019"
"SCO3319",0.228406165104131,1,"PS04M145",3670673,3672418,1746,"-","szafran2019"
"SCO3320",0.16493160802916,1,"PS04M145",3672415,3673191,777,"-","szafran2019"
"SCO3321",-0.832890014164742,0.002229613,"PS04M145",3673466,3673771,306,"-","szafran2019"
"SCO3322",-0.359249721093097,0.082610713,"PS04M145",3673970,3674866,897,"+","szafran2019"
"SCO3323",1.32192809488736,1,"PS04M145",3675442,3675975,534,"+","szafran2019"
"SCO3324",-0.176877762084079,0.359747589,"PS04M145",3676214,3677473,1260,"+","szafran2019"
"SCO3325",-0.255654875468196,0.180897676,"PS04M145",3677515,3678582,1068,"-","szafran2019"
"SCO3326",0.549338590990435,0.510132408,"PS04M145",3678597,3679658,1062,"-","szafran2019"
"SCO3327",0.612094674433041,0.187922676,"PS04M145",3679848,3679946,99,"-","szafran2019"
"SCO3328",0.0909736600474905,1,"PS04M145",3680056,3680268,213,"-","szafran2019"
"SCO3329",0.925999418556223,1,"PS04M145",3680398,3681213,816,"-","szafran2019"
"SCO3330",0.110558375147698,1,"PS04M145",3681507,3682610,1104,"-","szafran2019"
"SCO3331",1.15200309344505,1,"PS04M145",3682630,3683877,1248,"-","szafran2019"
"SCO3332",1.23946593469539,2.14e-05,"PS04M145",3683901,3684617,717,"-","szafran2019"
"SCO3333",0.459431618637297,0.474422175,"PS04M145",3684694,3685341,648,"-","szafran2019"
"SCO3334",0.543142325026529,0.23306707,"PS04M145",3691374,3692384,1011,"+","szafran2019"
"SCO3335",2.16992500144231,1,"PS04M145",3692339,3693343,1005,"-","szafran2019"
"SCO3336",1.87446911791614,1,"PS04M145",3693418,3693999,582,"+","szafran2019"
"SCO3337",-0.517848304862619,0.044621891,"PS04M145",3694063,3694917,855,"-","szafran2019"
"SCO3338",0.691877704637668,1,"PS04M145",3695123,3695923,801,"-","szafran2019"
"SCO3339",0.502500340529183,0.506079808,"PS04M145",3695920,3696750,831,"-","szafran2019"
"SCO3340",-0.652076696579693,1,"PS04M145",3696891,3697673,783,"-","szafran2019"
"SCO3341",-1.06336206099743,3.36e-08,"PS04M145",3698670,3699173,504,"-","szafran2019"
"SCO3342",-1.10134073483223,1.27e-08,"PS04M145",3699215,3699889,675,"-","szafran2019"
"SCO3343",0.69389687227432,0.0852323,"PS04M145",3700056,3700430,375,"-","szafran2019"
"SCO3344",-0.657432139053601,0.001012578,"PS04M145",3700571,3702733,2163,"+","szafran2019"
"SCO3345",0.543443231282889,0.288401268,"PS04M145",3702759,3704612,1854,"-","szafran2019"
"SCO3346",-0.0374747054186629,0.873508205,"PS04M145",3704768,3705382,615,"-","szafran2019"
"SCO3347",0,0.933127667,"PS04M145",3705379,3706236,858,"-","szafran2019"
"SCO3348",0.328054197684204,0.757416417,"PS04M145",3706398,3707327,930,"-","szafran2019"
"SCO3349",-1.84907596048774,1.67e-29,"PS04M145",3707399,3708214,816,"+","szafran2019"
"SCO3350",0.584962500721156,1,"PS04M145",3708278,3710074,1797,"-","szafran2019"
"SCO3351",1.40303769818843,8.23e-08,"PS04M145",3710688,3712097,1410,"+","szafran2019"
"SCO3352",0.307509034974399,1,"PS04M145",3712179,3713303,1125,"+","szafran2019"
"SCO3353",-0.390146323737133,0.06383226,"PS04M145",3713340,3713720,381,"-","szafran2019"
"SCO3354",2,1,"PS04M145",3713731,3714135,405,"+","szafran2019"
"SCO3355",0.272079545436801,1,"PS04M145",3714378,3715304,927,"+","szafran2019"
"SCO3356",-0.622202020176214,1,"PS04M145",3715604,3716137,534,"+","szafran2019"
"SCO3357",-0.155605330125246,0.27361779,"PS04M145",3716194,3716802,609,"+","szafran2019"
"SCO3358",0.396625462164964,0.958899272,"PS04M145",3716926,3717630,705,"+","szafran2019"
"SCO3359",0.175571564583454,1,"PS04M145",3717647,3719170,1524,"+","szafran2019"
"SCO3360",1.77760757866355,3.01e-11,"PS04M145",3719200,3720033,834,"-","szafran2019"
"SCO3361",-0.106915203916512,1,"PS04M145",3720125,3720577,453,"-","szafran2019"
"SCO3362",-0.280107919192735,0.287860818,"PS04M145",3720696,3721331,636,"+","szafran2019"
"SCO3363",0.253118936968711,1,"PS04M145",3721342,3721785,444,"+","szafran2019"
"SCO3364",-0.286304185156641,0.244291204,"PS04M145",3721792,3722244,453,"+","szafran2019"
"SCO3365",-0.381870635343644,0.109699861,"PS04M145",3722414,3723256,843,"-","szafran2019"
"SCO3366",0.60768257722124,0.224079866,"PS04M145",3723844,3725439,1596,"-","szafran2019"
"SCO3367",0.135883428081773,1,"PS04M145",3725598,3726185,588,"+","szafran2019"
"SCO3368",-0.070389327891398,0.849854582,"PS04M145",3726219,3726905,687,"-","szafran2019"
"SCO3369",0.280107919192735,1,"PS04M145",3727304,3729892,2589,"+","szafran2019"
"SCO3370",0.321928094887362,1,"PS04M145",3729902,3732487,2586,"+","szafran2019"
"SCO3371",2,1,"PS04M145",3732558,3733277,720,"+","szafran2019"
"SCO3372",-0.15200309344505,0.795597754,"PS04M145",3733321,3736353,3033,"+","szafran2019"
"SCO3373",-0.474110505347234,1,"PS04M145",3736431,3738956,2526,"-","szafran2019"
"SCO3374",1.84327449631255,5.48e-12,"PS04M145",3739398,3740099,702,"+","szafran2019"
"SCO3375",0.22584068104527,1,"PS04M145",3740100,3740435,336,"-","szafran2019"
"SCO3376",0.419713986488317,0.61078833,"PS04M145",3740711,3741220,510,"-","szafran2019"
"SCO3377",0.430634354329862,0.421456954,"PS04M145",3741230,3741604,375,"-","szafran2019"
"SCO3378",-0.142393099271228,0.867851708,"PS04M145",3741763,3741942,180,"-","szafran2019"
"SCO3379",1,1,"PS04M145",3741966,3742592,627,"-","szafran2019"
"SCO3380",-0.40243746249921,0.036455174,"PS04M145",3743026,3743823,798,"-","szafran2019"
"SCO3381",-0.31761510201628,0.116783736,"PS04M145",3743829,3744818,990,"-","szafran2019"
"SCO3382",-0.610053481683987,0.003548009,"PS04M145",3744824,3746566,1743,"-","szafran2019"
"SCO3383",-0.280107919192735,0.278236431,"PS04M145",3746563,3747576,1014,"-","szafran2019"
"SCO3384",0.68684211474037,0.075019666,"PS04M145",3747573,3748835,1263,"-","szafran2019"
"SCO3385",0.750021746991653,0.048719392,"PS04M145",3749036,3750247,1212,"+","szafran2019"
"SCO3386",0.84799690655495,0.402971568,"PS04M145",3750419,3750691,273,"+","szafran2019"
"SCO3387",1.1926450779424,1.61e-06,"PS04M145",3750688,3751794,1107,"+","szafran2019"
"SCO3388",0.253756592245783,1,"PS04M145",3751837,3752478,642,"-","szafran2019"
"SCO3389",0.0465425859370302,1,"PS04M145",3752539,3753213,675,"-","szafran2019"
"SCO3390",-0.266280065337448,0.154278716,"PS04M145",3753279,3754484,1206,"-","szafran2019"
"SCO3391",-0.552541023028779,0.020496308,"PS04M145",3754603,3755691,1089,"+","szafran2019"
"SCO3392",-0.828519532055646,3.81e-05,"PS04M145",3755656,3756807,1152,"-","szafran2019"
"SCO3393",0.227068908545921,1,"PS04M145",3756941,3757396,456,"+","szafran2019"
"SCO3394",-0.120294233717712,0.861086568,"PS04M145",3757393,3759117,1725,"+","szafran2019"
"SCO3395",-0.675565049502063,0.00057,"PS04M145",3759147,3760322,1176,"-","szafran2019"
"SCO3396",-0.956364871190671,2.31e-06,"PS04M145",3760573,3761706,1134,"-","szafran2019"
"SCO3397",-1.54467890525581,7.52e-17,"PS04M145",3761869,3763674,1806,"+","szafran2019"
"SCO3398",-1.2081081953302,3.81e-11,"PS04M145",3764143,3765009,867,"+","szafran2019"
"SCO3399",-0.874469117916141,0.000512,"PS04M145",3765006,3765509,504,"+","szafran2019"
"SCO3400",0.50635266602479,0.398630157,"PS04M145",3765814,3766173,360,"+","szafran2019"
"SCO3401",0.177396250873448,1,"PS04M145",3766170,3766781,612,"+","szafran2019"
"SCO3402",-0.140007478745098,0.510861288,"PS04M145",3766852,3767340,489,"+","szafran2019"
"SCO3403",-0.281181752544053,0.15554391,"PS04M145",3767356,3767961,606,"-","szafran2019"
"SCO3404",-0.108978161905139,1,"PS04M145",3768093,3770099,2007,"-","szafran2019"
"SCO3405",0.230021709559611,1,"PS04M145",3770329,3770892,564,"-","szafran2019"
"SCO3406",1.35049724708413,2.06e-06,"PS04M145",3770964,3772022,1059,"-","szafran2019"
"SCO3407",-0.336182078567604,0.078416729,"PS04M145",3772215,3773342,1128,"-","szafran2019"
"SCO3408",-0.53051471669878,0.035732215,"PS04M145",3773464,3774843,1380,"-","szafran2019"
"SCO3409",-0.509256062920413,0.209931892,"PS04M145",3775145,3775636,492,"+","szafran2019"
"SCO3410",0.326360341202623,1,"PS04M145",3775723,3777459,1737,"+","szafran2019"
"SCO3411",0.188072348152572,1,"PS04M145",3777456,3778367,912,"-","szafran2019"
"SCO3412",0.198779864114497,1,"PS04M145",3778548,3778868,321,"+","szafran2019"
"SCO3413",0.682259702076071,0.065936235,"PS04M145",3778914,3779675,762,"-","szafran2019"
"SCO3414",0.321928094887362,0.91082735,"PS04M145",3779785,3780231,447,"-","szafran2019"
"SCO3415",0,1,"PS04M145",3780468,3781268,801,"+","szafran2019"
"SCO3416",0.321928094887362,1,"PS04M145",3781328,3782755,1428,"+","szafran2019"
"SCO3417",1.13750352374994,1,"PS04M145",3782903,3783685,783,"-","szafran2019"
"SCO3418",1.11547721741994,1,"PS04M145",3783682,3784629,948,"-","szafran2019"
"SCO3419",0.934623991147976,0.001857564,"PS04M145",3784717,3785358,642,"-","szafran2019"
"SCO3420",0.563900885193326,0.257165956,"PS04M145",3785441,3786901,1461,"-","szafran2019"
"SCO3421",0.795729596937977,0.030215505,"PS04M145",3786977,3787801,825,"-","szafran2019"
"SCO3422",3.32192809488736,1,"PS04M145",3787911,3788114,204,"-","szafran2019"
"SCO3423",0.745070643803261,0.036438541,"PS04M145",3788179,3788643,465,"+","szafran2019"
"SCO3424",0.958580072620019,0.003061151,"PS04M145",3788692,3788943,252,"-","szafran2019"
"SCO3425",-2.26303440583379,5.81e-14,"PS04M145",3789248,3789487,240,"-","szafran2019"
"SCO3426",-3.74416109557041,9.67e-302,"PS04M145",3789569,3790681,1113,"-","szafran2019"
"SCO3427",-2.91753783980803,1.55e-53,"PS04M145",3790678,3790932,255,"-","szafran2019"
"SCO3428",-2.84799690655495,2.62e-22,"PS04M145",3790939,3791103,165,"-","szafran2019"
"SCO3429",-1.28010791919274,0.00026,"PS04M145",3791191,3791412,222,"+","szafran2019"
"SCO3430",-0.866733469136536,0.010786877,"PS04M145",3791412,3791717,306,"+","szafran2019"
"SCO3431",1,0.000809,"PS04M145",3791719,3792453,735,"+","szafran2019"
"SCO3432",0.321928094887362,1,"PS04M145",3792412,3793668,1257,"-","szafran2019"
"SCO3433",-0.612976876890753,0.01377146,"PS04M145",3793755,3794531,777,"+","szafran2019"
"SCO3434",2.01329682261346,1.93e-29,"PS04M145",3794733,3796424,1692,"+","szafran2019"
"SCO3435",1.71620703399941,1.16e-10,"PS04M145",3796515,3797402,888,"+","szafran2019"
"SCO3436",0.584962500721156,1,"PS04M145",3797490,3799043,1554,"+","szafran2019"
"SCO3437",-3,4.94e-57,"PS04M145",3799715,3800455,741,"-","szafran2019"
"SCO3438",-1.87446911791614,1,"PS04M145",3800452,3801675,1224,"-","szafran2019"
"SCO3439",-2.11547721741994,1,"PS04M145",3801757,3802629,873,"+","szafran2019"
"SCO3440",NA,1,"PS04M145",3802689,3803408,720,"+","szafran2019"
"SCO3441",-Inf,1,"PS04M145",3803405,3803974,570,"+","szafran2019"
"SCO3442",-2.32192809488736,1,"PS04M145",3804032,3804376,345,"+","szafran2019"
"SCO3443",-0.277533975528909,0.385988822,"PS04M145",3804673,3806037,1365,"-","szafran2019"
"SCO3444",-0.120294233717712,0.922091129,"PS04M145",3806179,3808032,1854,"-","szafran2019"
"SCO3445",0.0565835283663675,1,"PS04M145",3808168,3808335,168,"-","szafran2019"
"SCO3446",0.662965012722429,1,"PS04M145",3808429,3809106,678,"-","szafran2019"
"SCO3447",1.25096157353322,3.24e-06,"PS04M145",3809247,3809930,684,"-","szafran2019"
"SCO3448",-0.943416471633633,0.013389458,"PS04M145",3809959,3810261,303,"-","szafran2019"
"SCO3449",-1.39231742277876,6.19e-07,"PS04M145",3810352,3810672,321,"-","szafran2019"
"SCO3450",-0.648527629498622,0.003745004,"PS04M145",3810669,3811274,606,"-","szafran2019"
"SCO3451",-2.23703919730085,6.28e-18,"PS04M145",3811392,3811703,312,"+","szafran2019"
"SCO3452",-1,1,"PS04M145",3811766,3812845,1080,"-","szafran2019"
"SCO3453",-Inf,1,"PS04M145",3812961,3814025,1065,"-","szafran2019"
"SCO3454",-1.32192809488736,1,"PS04M145",3814031,3814873,843,"-","szafran2019"
"SCO3455",-3.16992500144231,1,"PS04M145",3814870,3815727,858,"-","szafran2019"
"SCO3456",-2,1,"PS04M145",3815736,3816989,1254,"-","szafran2019"
"SCO3457",0.616671360448494,0.297199922,"PS04M145",3817153,3817770,618,"+","szafran2019"
"SCO3458",-1.50250034052918,1,"PS04M145",3817745,3818494,750,"-","szafran2019"
"SCO3459",-0.584962500721156,1,"PS04M145",3818491,3819354,864,"-","szafran2019"
"SCO3460",-0.514573172829758,1,"PS04M145",3819415,3820932,1518,"+","szafran2019"
"SCO3461",-1.4594316186373,1,"PS04M145",3820929,3821387,459,"+","szafran2019"
"SCO3462",-1,1,"PS04M145",3821387,3822823,1437,"+","szafran2019"
"SCO3463",-1.09953567355091,4.48e-06,"PS04M145",3822850,3823638,789,"+","szafran2019"
"SCO3464",-0.678071905112638,1,"PS04M145",3823677,3824309,633,"+","szafran2019"
"SCO3465",-2.8073549220576,1,"PS04M145",3824306,3825016,711,"+","szafran2019"
"SCO3466",1.50250034052918,1.39e-05,"PS04M145",3825371,3826210,840,"+","szafran2019"
"SCO3467",1.50250034052918,2.91e-05,"PS04M145",3826473,3827312,840,"+","szafran2019"
"SCO3468",Inf,1,"PS04M145",3827457,3828962,1506,"+","szafran2019"
"SCO3469",0.357552004618084,0.630384913,"PS04M145",3829043,3830584,1542,"-","szafran2019"
"SCO3470",-0.629162304631691,0.003673171,"PS04M145",3830698,3831525,828,"-","szafran2019"
"SCO3471",0.565597175854225,0.327724755,"PS04M145",3831705,3832634,930,"-","szafran2019"
"SCO3472",1.1926450779424,1,"PS04M145",3832988,3833251,264,"-","szafran2019"
"SCO3473",1.28010791919274,1,"PS04M145",3834055,3834702,648,"-","szafran2019"
"SCO3474",0.785875194647152,0.02889908,"PS04M145",3834741,3835742,1002,"-","szafran2019"
"SCO3475",1.03242147769238,0.001893643,"PS04M145",3835870,3837003,1134,"-","szafran2019"
"SCO3476",0.534336427651188,0.522558028,"PS04M145",3837216,3837971,756,"-","szafran2019"
"SCO3477",1.04439411935845,0.00262003,"PS04M145",3837968,3839002,1035,"-","szafran2019"
