"gene","logFC","FDR","add_variable","start","end","width","strand","data_name"
"SCO0370",NA,1,"PS04M145novobiocyna",377286,380690,3405,"-","szafran2019"
"SCO0371",NA,1,"PS04M145novobiocyna",380751,383360,2610,"-","szafran2019"
"SCO0372",NA,1,"PS04M145novobiocyna",383578,386592,3015,"-","szafran2019"
"SCO0373",1.58496250072116,1,"PS04M145novobiocyna",386761,387360,600,"-","szafran2019"
"SCO0374",1,1,"PS04M145novobiocyna",387750,389519,1770,"+","szafran2019"
"SCO0375",2.58496250072116,1,"PS04M145novobiocyna",389531,391123,1593,"-","szafran2019"
"SCO0376",-0.137503523749935,1,"PS04M145novobiocyna",391232,391834,603,"+","szafran2019"
"SCO0377",1,1,"PS04M145novobiocyna",391950,392483,534,"-","szafran2019"
"SCO0378",1.32192809488736,1,"PS04M145novobiocyna",392484,393218,735,"-","szafran2019"
"SCO0379",0.561227851928796,1,"PS04M145novobiocyna",393498,394961,1464,"+","szafran2019"
"SCO0380",1.39854937649027,0.629677767,"PS04M145novobiocyna",395065,395460,396,"+","szafran2019"
"SCO0381",1.22239242133645,1,"PS04M145novobiocyna",395939,397414,1476,"+","szafran2019"
"SCO0382",2.32192809488736,1,"PS04M145novobiocyna",397485,398810,1326,"+","szafran2019"
"SCO0383",0.415037499278844,1,"PS04M145novobiocyna",398881,400104,1224,"+","szafran2019"
"SCO0384",-0.415037499278844,1,"PS04M145novobiocyna",400179,401468,1290,"+","szafran2019"
"SCO0385",0,1,"PS04M145novobiocyna",401465,403030,1566,"+","szafran2019"
"SCO0386",0.584962500721156,1,"PS04M145novobiocyna",403034,404968,1935,"+","szafran2019"
"SCO0387",1,1,"PS04M145novobiocyna",405070,407250,2181,"+","szafran2019"
"SCO0388",2,1,"PS04M145novobiocyna",407253,409214,1962,"+","szafran2019"
"SCO0389",0,1,"PS04M145novobiocyna",409237,410772,1536,"+","szafran2019"
"SCO0390",Inf,1,"PS04M145novobiocyna",410774,412006,1233,"+","szafran2019"
"SCO0391",1,1,"PS04M145novobiocyna",412009,413250,1242,"+","szafran2019"
"SCO0392",1,1,"PS04M145novobiocyna",413247,414497,1251,"+","szafran2019"
"SCO0393",0.584962500721156,1,"PS04M145novobiocyna",414494,415303,810,"+","szafran2019"
"SCO0394",0,1,"PS04M145novobiocyna",415300,415947,648,"+","szafran2019"
"SCO0395",1.58496250072116,1,"PS04M145novobiocyna",415951,416976,1026,"+","szafran2019"
"SCO0396",0,1,"PS04M145novobiocyna",416973,418247,1275,"+","szafran2019"
"SCO0397",0.415037499278844,1,"PS04M145novobiocyna",418253,419542,1290,"+","szafran2019"
"SCO0398",Inf,1,"PS04M145novobiocyna",419539,420486,948,"+","szafran2019"
"SCO0399",1,1,"PS04M145novobiocyna",420492,421715,1224,"+","szafran2019"
"SCO0400",Inf,1,"PS04M145novobiocyna",421712,422263,552,"+","szafran2019"
"SCO0401",1.58496250072116,1,"PS04M145novobiocyna",422271,423596,1326,"+","szafran2019"
"SCO0402",0.73039294024272,1,"PS04M145novobiocyna",423654,424406,753,"-","szafran2019"
"SCO0403",1.29278174922785,0.6138122,"PS04M145novobiocyna",424609,425226,618,"-","szafran2019"
"SCO0404",0.321928094887362,1,"PS04M145novobiocyna",425243,425983,741,"+","szafran2019"
"SCO0405",0.0389941316158638,1,"PS04M145novobiocyna",426015,426833,819,"-","szafran2019"
"SCO0406",0.222392421336448,1,"PS04M145novobiocyna",426893,427606,714,"+","szafran2019"
"SCO0407",0.951090399519054,1,"PS04M145novobiocyna",427610,428614,1005,"+","szafran2019"
"SCO0408",1.58496250072116,0.081419103,"PS04M145novobiocyna",428615,429403,789,"+","szafran2019"
"SCO0409",0.0809997221134869,1,"PS04M145novobiocyna",429492,429956,465,"-","szafran2019"
"SCO0410",1.11547721741994,1,"PS04M145novobiocyna",430071,431321,1251,"-","szafran2019"
"SCO0411",0.652076696579693,1,"PS04M145novobiocyna",431327,431551,225,"+","szafran2019"
"SCO0412",0.909234536076818,1,"PS04M145novobiocyna",431551,431934,384,"+","szafran2019"
"SCO0413",-0.189477798863713,1,"PS04M145novobiocyna",431962,432564,603,"-","szafran2019"
"SCO0414",0.793549122532574,1,"PS04M145novobiocyna",432617,433513,897,"-","szafran2019"
"SCO0415",Inf,1,"PS04M145novobiocyna",433615,433977,363,"+","szafran2019"
"SCO0416",-Inf,1,"PS04M145novobiocyna",433984,434589,606,"-","szafran2019"
"SCO0417",Inf,1,"PS04M145novobiocyna",434651,435397,747,"-","szafran2019"
"SCO0418",NA,1,"PS04M145novobiocyna",435456,436103,648,"+","szafran2019"
"SCO0419",-0.584962500721156,1,"PS04M145novobiocyna",436235,437224,990,"+","szafran2019"
"SCO0420",0,1,"PS04M145novobiocyna",437253,438287,1035,"-","szafran2019"
"SCO0421",-0.584962500721156,1,"PS04M145novobiocyna",438329,438988,660,"-","szafran2019"
"SCO0422",1.22239242133645,1,"PS04M145novobiocyna",438997,440190,1194,"-","szafran2019"
"SCO0423",Inf,1,"PS04M145novobiocyna",440282,442579,2298,"-","szafran2019"
"SCO0424",NA,1,"PS04M145novobiocyna",442700,443191,492,"+","szafran2019"
"SCO0425",0,1,"PS04M145novobiocyna",443293,444243,951,"-","szafran2019"
"SCO0426",-0.160464672193246,1,"PS04M145novobiocyna",444441,444671,231,"+","szafran2019"
"SCO0427",0.552541023028779,1,"PS04M145novobiocyna",444752,445588,837,"+","szafran2019"
"SCO0428",0.459431618637297,1,"PS04M145novobiocyna",445611,446144,534,"+","szafran2019"
"SCO0429",-0.222392421336448,1,"PS04M145novobiocyna",446214,447161,948,"-","szafran2019"
"SCO0430",0.289506617194985,1,"PS04M145novobiocyna",447185,447868,684,"+","szafran2019"
"SCO0431",Inf,1,"PS04M145novobiocyna",447890,449218,1329,"-","szafran2019"
"SCO0432",1,1,"PS04M145novobiocyna",449515,453252,3738,"+","szafran2019"
"SCO0433",0.874469117916141,1,"PS04M145novobiocyna",453370,454374,1005,"+","szafran2019"
"SCO0434",-1.58496250072116,1,"PS04M145novobiocyna",454546,456195,1650,"+","szafran2019"
"SCO0435",0,1,"PS04M145novobiocyna",456192,457397,1206,"+","szafran2019"
"SCO0436",0.81155491058689,1,"PS04M145novobiocyna",457484,457654,171,"+","szafran2019"
"SCO0437",-0.0874628412503394,1,"PS04M145novobiocyna",457670,458695,1026,"-","szafran2019"
"SCO0438",-0.736965594166206,1,"PS04M145novobiocyna",458695,459345,651,"-","szafran2019"
"SCO0439",0,1,"PS04M145novobiocyna",459393,460367,975,"-","szafran2019"
"SCO0440",-0.584962500721156,0.971478418,"PS04M145novobiocyna",460364,461083,720,"-","szafran2019"
"SCO0441",0.514573172829758,1,"PS04M145novobiocyna",461350,462102,753,"+","szafran2019"
"SCO0442",0.253756592245783,1,"PS04M145novobiocyna",462099,462857,759,"+","szafran2019"
"SCO0443",0.234465253637023,1,"PS04M145novobiocyna",462854,463711,858,"+","szafran2019"
"SCO0444",0.115477217419936,1,"PS04M145novobiocyna",463698,464099,402,"-","szafran2019"
"SCO0445",-Inf,1,"PS04M145novobiocyna",464207,465502,1296,"-","szafran2019"
"SCO0446",Inf,1,"PS04M145novobiocyna",465496,465861,366,"-","szafran2019"
"SCO0447",-0.637429920615292,1,"PS04M145novobiocyna",465990,466436,447,"+","szafran2019"
"SCO0449",NA,1,"PS04M145novobiocyna",468153,469232,1080,"+","szafran2019"
"SCO0450",0.263034405833794,1,"PS04M145novobiocyna",469315,470304,990,"-","szafran2019"
"SCO0451",1.02974734339405,0.695313226,"PS04M145novobiocyna",470355,471209,855,"-","szafran2019"
"SCO0452",-0.302562770020431,1,"PS04M145novobiocyna",471415,472314,900,"+","szafran2019"
"SCO0453",NA,1,"PS04M145novobiocyna",472458,473747,1290,"+","szafran2019"
"SCO0454",Inf,1,"PS04M145novobiocyna",473848,474789,942,"+","szafran2019"
"SCO0455",-1,1,"PS04M145novobiocyna",474804,475631,828,"+","szafran2019"
"SCO0456",0,1,"PS04M145novobiocyna",475628,476671,1044,"+","szafran2019"
"SCO0457",1,1,"PS04M145novobiocyna",476738,478672,1935,"+","szafran2019"
"SCO0458",2,1,"PS04M145novobiocyna",478669,480957,2289,"+","szafran2019"
"SCO0459",-0.572081209424424,0.332866589,"PS04M145novobiocyna",481012,481791,780,"+","szafran2019"
"SCO0460",0.494764691749578,1,"PS04M145novobiocyna",481810,482319,510,"-","szafran2019"
"SCO0461",1,1,"PS04M145novobiocyna",482456,483325,870,"+","szafran2019"
"SCO0462",1.07635088613011,0.603698608,"PS04M145novobiocyna",483338,484267,930,"-","szafran2019"
"SCO0463",0.915607812709628,0.858816622,"PS04M145novobiocyna",484318,484932,615,"+","szafran2019"
"SCO0464",1,0.809365137,"PS04M145novobiocyna",484973,486670,1698,"-","szafran2019"
"SCO0465",0.333737397176996,1,"PS04M145novobiocyna",486684,487514,831,"-","szafran2019"
"SCO0466",0.321928094887362,1,"PS04M145novobiocyna",487618,488601,984,"+","szafran2019"
"SCO0467",-0.584962500721156,1,"PS04M145novobiocyna",488614,489357,744,"+","szafran2019"
"SCO0468",0.334419039070559,1,"PS04M145novobiocyna",489373,490350,978,"-","szafran2019"
"SCO0469",0.807354922057604,1,"PS04M145novobiocyna",490451,490972,522,"+","szafran2019"
"SCO0470",1.41503749927884,1,"PS04M145novobiocyna",490983,491891,909,"+","szafran2019"
"SCO0471",-0.514573172829758,1,"PS04M145novobiocyna",491901,492881,981,"+","szafran2019"
"SCO0472",0.874469117916141,1,"PS04M145novobiocyna",493055,494263,1209,"-","szafran2019"
"SCO0473",1.58496250072116,0.303132335,"PS04M145novobiocyna",494260,495249,990,"-","szafran2019"
"SCO0474",1.65207669657969,1,"PS04M145novobiocyna",495246,496493,1248,"-","szafran2019"
"SCO0475",1.58496250072116,1,"PS04M145novobiocyna",496508,497359,852,"-","szafran2019"
"SCO0476",1.58496250072116,1,"PS04M145novobiocyna",497375,498133,759,"+","szafran2019"
"SCO0477",1.22239242133645,0.887995877,"PS04M145novobiocyna",498238,498630,393,"+","szafran2019"
"SCO0478",-1,1,"PS04M145novobiocyna",498683,499807,1125,"-","szafran2019"
"SCO0479",0.84799690655495,1,"PS04M145novobiocyna",499952,500776,825,"-","szafran2019"
"SCO0480",NA,1,"PS04M145novobiocyna",500780,501412,633,"+","szafran2019"
"SCO0481",Inf,1,"PS04M145novobiocyna",501699,502217,519,"+","szafran2019"
"SCO0482",0,1,"PS04M145novobiocyna",502342,503076,735,"+","szafran2019"
"SCO0483",-0.275634442613427,1,"PS04M145novobiocyna",503073,503474,402,"-","szafran2019"
"SCO0484",0.830074998557688,1,"PS04M145novobiocyna",503539,504705,1167,"-","szafran2019"
"SCO0485",0.830074998557688,1,"PS04M145novobiocyna",504854,505465,612,"+","szafran2019"
"SCO0486",0.082462160191973,1,"PS04M145novobiocyna",505447,506670,1224,"-","szafran2019"
"SCO0487",-0.447458976971221,1,"PS04M145novobiocyna",506842,507348,507,"+","szafran2019"
"SCO0488",1.08246216019197,0.618133873,"PS04M145novobiocyna",507394,510810,3417,"+","szafran2019"
"SCO0489",-0.466021427997649,0.933942553,"PS04M145novobiocyna",510823,511035,213,"-","szafran2019"
"SCO0490",-0.243271151012364,1,"PS04M145novobiocyna",511124,512215,1092,"+","szafran2019"
"SCO0491",-0.0524674198941355,1,"PS04M145novobiocyna",512302,513924,1623,"-","szafran2019"
"SCO0492",-0.547487795302493,0.055993532,"PS04M145novobiocyna",513989,524920,10932,"-","szafran2019"
"SCO0493",-0.176877762084079,0.810443902,"PS04M145novobiocyna",524978,526783,1806,"-","szafran2019"
"SCO0494",-0.734538856771666,0.060981122,"PS04M145novobiocyna",526786,527838,1053,"-","szafran2019"
"SCO0495",-0.102759574425201,1,"PS04M145novobiocyna",527889,528752,864,"-","szafran2019"
"SCO0496",-0.19854567938208,1,"PS04M145novobiocyna",528791,529897,1107,"-","szafran2019"
"SCO0497",-0.389566811762726,0.657696368,"PS04M145novobiocyna",529894,530970,1077,"-","szafran2019"
"SCO0498",-1.53841991478413,1.81e-07,"PS04M145novobiocyna",530970,532325,1356,"-","szafran2019"
"SCO0499",-1.23769155771933,0.000829,"PS04M145novobiocyna",532501,533448,948,"+","szafran2019"
"SCO0500",0.821294113015478,1,"PS04M145novobiocyna",533534,533773,240,"-","szafran2019"
"SCO0501",-0.584962500721156,1,"PS04M145novobiocyna",533812,535764,1953,"-","szafran2019"
"SCO0502",0.819427754358179,1,"PS04M145novobiocyna",535974,536408,435,"+","szafran2019"
"SCO0503",0.584962500721156,1,"PS04M145novobiocyna",536532,537512,981,"+","szafran2019"
"SCO0504",1.14809863898913,0.423370837,"PS04M145novobiocyna",537623,538942,1320,"+","szafran2019"
"SCO0505",1,1,"PS04M145novobiocyna",539123,542131,3009,"+","szafran2019"
"SCO0506",0.333243408115196,1,"PS04M145novobiocyna",542269,543099,831,"+","szafran2019"
"SCO0507",-Inf,1,"PS04M145novobiocyna",543119,543535,417,"-","szafran2019"
"SCO0508",0.710493382805015,1,"PS04M145novobiocyna",543545,544087,543,"+","szafran2019"
"SCO0509",-0.111031312388744,1,"PS04M145novobiocyna",544194,545717,1524,"+","szafran2019"
"SCO0511",-1,1,"PS04M145novobiocyna",546358,547116,759,"+","szafran2019"
"SCO0512",0.782408564927373,1,"PS04M145novobiocyna",547135,547743,609,"-","szafran2019"
"SCO0513",-0.347098670622268,0.727833804,"PS04M145novobiocyna",547809,548900,1092,"+","szafran2019"
"SCO0514",0.510194732319184,1,"PS04M145novobiocyna",548968,549621,654,"+","szafran2019"
"SCO0516",2.32192809488736,1,"PS04M145novobiocyna",550455,551633,1179,"+","szafran2019"
"SCO0517",Inf,1,"PS04M145novobiocyna",NA,NA,NA,NA,"szafran2019"
"SCO0518",2.58496250072116,1,"PS04M145novobiocyna",NA,NA,NA,NA,"szafran2019"
"SCO0519",0.137503523749935,1,"PS04M145novobiocyna",552403,553140,738,"-","szafran2019"
"SCO0520",-0.0641303374197156,1,"PS04M145novobiocyna",553277,553861,585,"+","szafran2019"
"SCO0521",-0.465663572348812,0.858816622,"PS04M145novobiocyna",553892,554473,582,"+","szafran2019"
"SCO0522",1,1,"PS04M145novobiocyna",554649,555440,792,"+","szafran2019"
"SCO0523",0.15200309344505,1,"PS04M145novobiocyna",555468,555905,438,"-","szafran2019"
"SCO0524",-0.807354922057604,0.712011815,"PS04M145novobiocyna",555990,556898,909,"+","szafran2019"
"SCO0525",-0.244236810379668,0.903419835,"PS04M145novobiocyna",557029,557844,816,"+","szafran2019"
"SCO0526",-0.153805336079035,1,"PS04M145novobiocyna",557882,558715,834,"+","szafran2019"
"SCO0527",0.0104690658590963,0.972393961,"PS04M145novobiocyna",558812,559015,204,"-","szafran2019"
"SCO0528",-0.584962500721156,1,"PS04M145novobiocyna",559346,560098,753,"+","szafran2019"
"SCO0529",Inf,1,"PS04M145novobiocyna",560127,561545,1419,"-","szafran2019"
"SCO0530",-0.485426827170242,1,"PS04M145novobiocyna",561731,562576,846,"-","szafran2019"
"SCO0531",NA,1,"PS04M145novobiocyna",562803,564071,1269,"+","szafran2019"
"SCO0532",Inf,1,"PS04M145novobiocyna",564141,565049,909,"+","szafran2019"
"SCO0533",NA,1,"PS04M145novobiocyna",565046,565903,858,"+","szafran2019"
"SCO0534",NA,1,"PS04M145novobiocyna",566007,567626,1620,"+","szafran2019"
"SCO0535",NA,1,"PS04M145novobiocyna",567623,569044,1422,"+","szafran2019"
"SCO0536",0.466567799918926,1,"PS04M145novobiocyna",569061,569282,222,"-","szafran2019"
"SCO0537",NA,1,"PS04M145novobiocyna",569655,570482,828,"+","szafran2019"
"SCO0538",1.58496250072116,1,"PS04M145novobiocyna",570520,571848,1329,"+","szafran2019"
"SCO0539",-Inf,1,"PS04M145novobiocyna",571863,572813,951,"+","szafran2019"
"SCO0540",1.58496250072116,1,"PS04M145novobiocyna",572810,573709,900,"+","szafran2019"
"SCO0541",NA,1,"PS04M145novobiocyna",573756,575081,1326,"+","szafran2019"
"SCO0542",Inf,1,"PS04M145novobiocyna",575351,577984,2634,"+","szafran2019"
"SCO0543",1,0.757138494,"PS04M145novobiocyna",578092,579228,1137,"+","szafran2019"
"SCO0544",0.722466024471091,1,"PS04M145novobiocyna",579257,580789,1533,"+","szafran2019"
"SCO0545",Inf,1,"PS04M145novobiocyna",580913,583459,2547,"+","szafran2019"
"SCO0546",0,1,"PS04M145novobiocyna",583523,586897,3375,"-","szafran2019"
"SCO0547",NA,1,"PS04M145novobiocyna",586987,587988,1002,"-","szafran2019"
"SCO0548",Inf,1,"PS04M145novobiocyna",587985,589271,1287,"-","szafran2019"
"SCO0549",NA,1,"PS04M145novobiocyna",589268,589546,279,"-","szafran2019"
"SCO0550",1.20163386116965,0.882928078,"PS04M145novobiocyna",590017,590895,879,"+","szafran2019"
"SCO0551",0.137503523749935,1,"PS04M145novobiocyna",590981,592309,1329,"-","szafran2019"
"SCO0552",0.584962500721156,1,"PS04M145novobiocyna",592306,593022,717,"-","szafran2019"
"SCO0553",-Inf,1,"PS04M145novobiocyna",593049,593486,438,"-","szafran2019"
"SCO0554",NA,1,"PS04M145novobiocyna",593641,595338,1698,"-","szafran2019"
"SCO0555",Inf,1,"PS04M145novobiocyna",595484,597079,1596,"-","szafran2019"
"SCO0556",0.584962500721156,1,"PS04M145novobiocyna",597132,598655,1524,"-","szafran2019"
"SCO0557",-0.0458036896131248,1,"PS04M145novobiocyna",598747,599769,1023,"+","szafran2019"
"SCO0558",1.84799690655495,0.295086579,"PS04M145novobiocyna",599712,599978,267,"-","szafran2019"
"SCO0559",0.584962500721156,1,"PS04M145novobiocyna",600051,601052,1002,"-","szafran2019"
"SCO0560",-0.205584133649894,0.749027398,"PS04M145novobiocyna",601133,603355,2223,"-","szafran2019"
"SCO0561",0.275634442613427,1,"PS04M145novobiocyna",603385,603840,456,"-","szafran2019"
"SCO0562",-0.263034405833794,1,"PS04M145novobiocyna",603973,605085,1113,"+","szafran2019"
"SCO0563",0.264972210075286,1,"PS04M145novobiocyna",605122,606555,1434,"-","szafran2019"
"SCO0564",0.584962500721156,1,"PS04M145novobiocyna",606677,607837,1161,"-","szafran2019"
"SCO0565",Inf,1,"PS04M145novobiocyna",607851,608909,1059,"-","szafran2019"
"SCO0566",0.222392421336448,1,"PS04M145novobiocyna",608902,609186,285,"-","szafran2019"
"SCO0567",0.807354922057604,1,"PS04M145novobiocyna",609517,610356,840,"+","szafran2019"
"SCO0568",1.32192809488736,1,"PS04M145novobiocyna",610415,611488,1074,"-","szafran2019"
"SCO0569",1.21631790692676,0.741011595,"PS04M145novobiocyna",611984,612106,123,"-","szafran2019"
"SCO0570",1.57787307593484,0.186115377,"PS04M145novobiocyna",612156,612320,165,"-","szafran2019"
"SCO0571",-0.84799690655495,0.632973499,"PS04M145novobiocyna",612426,613754,1329,"-","szafran2019"
"SCO0572",-1.43295940727611,0.038134347,"PS04M145novobiocyna",613751,615151,1401,"-","szafran2019"
"SCO0573",-1,0.47636327,"PS04M145novobiocyna",615154,616107,954,"-","szafran2019"
"SCO0574",-0.106915203916512,1,"PS04M145novobiocyna",616253,617086,834,"+","szafran2019"
"SCO0575",-0.192645077942396,1,"PS04M145novobiocyna",617124,617855,732,"+","szafran2019"
"SCO0576",0.289506617194985,1,"PS04M145novobiocyna",617913,618788,876,"-","szafran2019"
"SCO0577",0,1,"PS04M145novobiocyna",618788,619588,801,"-","szafran2019"
"SCO0578",1.58496250072116,1,"PS04M145novobiocyna",619588,620367,780,"-","szafran2019"
"SCO0579",1,1,"PS04M145novobiocyna",620367,620879,513,"-","szafran2019"
"SCO0580",0,1,"PS04M145novobiocyna",620891,622672,1782,"-","szafran2019"
"SCO0581",0.263034405833794,1,"PS04M145novobiocyna",622669,624036,1368,"-","szafran2019"
"SCO0582",0.290677160902923,1,"PS04M145novobiocyna",624273,625034,762,"+","szafran2019"
"SCO0583",1.24792751344359,1,"PS04M145novobiocyna",625127,626350,1224,"+","szafran2019"
"SCO0584",Inf,1,"PS04M145novobiocyna",626369,627631,1263,"-","szafran2019"
"SCO0585",Inf,1,"PS04M145novobiocyna",627628,628164,537,"-","szafran2019"
"SCO0586",Inf,1,"PS04M145novobiocyna",628247,628588,342,"-","szafran2019"
"SCO0587",3,1,"PS04M145novobiocyna",628600,629058,459,"-","szafran2019"
"SCO0588",0.584962500721156,1,"PS04M145novobiocyna",629185,630912,1728,"-","szafran2019"
"SCO0589",0.362570079384708,1,"PS04M145novobiocyna",631216,632103,888,"-","szafran2019"
"SCO0590",0,1,"PS04M145novobiocyna",632180,633049,870,"+","szafran2019"
"SCO0591",0,1,"PS04M145novobiocyna",633119,633958,840,"+","szafran2019"
"SCO0592",0.637429920615292,1,"PS04M145novobiocyna",633986,634708,723,"-","szafran2019"
"SCO0593",0.0356239097307212,1,"PS04M145novobiocyna",634879,635706,828,"-","szafran2019"
"SCO0594",0.15200309344505,1,"PS04M145novobiocyna",635776,636516,741,"-","szafran2019"
"SCO0595",0.289506617194985,1,"PS04M145novobiocyna",636573,637166,594,"+","szafran2019"
"SCO0596",0.668237545008062,1,"PS04M145novobiocyna",637261,637824,564,"+","szafran2019"
"SCO0597",0.567684509289321,1,"PS04M145novobiocyna",637911,638306,396,"-","szafran2019"
"SCO0598",0.584962500721156,1,"PS04M145novobiocyna",638511,638804,294,"+","szafran2019"
"SCO0599",0.58111017522555,1,"PS04M145novobiocyna",638801,639730,930,"+","szafran2019"
"SCO0600",0.584962500721156,1,"PS04M145novobiocyna",639859,640704,846,"+","szafran2019"
"SCO0601",NA,1,"PS04M145novobiocyna",640719,641762,1044,"-","szafran2019"
"SCO0602",2.32192809488736,1,"PS04M145novobiocyna",642012,643133,1122,"+","szafran2019"
"SCO0603",0.247927513443585,1,"PS04M145novobiocyna",643179,643880,702,"+","szafran2019"
"SCO0604",0.415037499278844,1,"PS04M145novobiocyna",643926,645101,1176,"-","szafran2019"
"SCO0605",1,1,"PS04M145novobiocyna",645297,646232,936,"+","szafran2019"
"SCO0606",0.584962500721156,1,"PS04M145novobiocyna",646345,647319,975,"+","szafran2019"
"SCO0607",0.161394143957956,1,"PS04M145novobiocyna",647444,647731,288,"+","szafran2019"
"SCO0608",-0.07240849552805,1,"PS04M145novobiocyna",647887,648765,879,"+","szafran2019"
"SCO0609",0.480625840906421,1,"PS04M145novobiocyna",648876,649739,864,"+","szafran2019"
"SCO0610",0.807354922057604,1,"PS04M145novobiocyna",649840,650610,771,"+","szafran2019"
"SCO0611",0.765534746362977,1,"PS04M145novobiocyna",650624,651388,765,"+","szafran2019"
"SCO0612",1.32192809488736,1,"PS04M145novobiocyna",651462,651605,144,"+","szafran2019"
"SCO0613",-0.485426827170242,1,"PS04M145novobiocyna",651602,652864,1263,"+","szafran2019"
"SCO0614",NA,1,"PS04M145novobiocyna",652881,653165,285,"-","szafran2019"
"SCO0615",0.803308088994902,1,"PS04M145novobiocyna",653448,653906,459,"+","szafran2019"
"SCO0616",0.387023123109247,1,"PS04M145novobiocyna",653947,656322,2376,"-","szafran2019"
"SCO0617",0.331205908475373,1,"PS04M145novobiocyna",656319,658772,2454,"-","szafran2019"
"SCO0618",-0.289506617194985,1,"PS04M145novobiocyna",659143,660528,1386,"+","szafran2019"
"SCO0619",1.39231742277876,1,"PS04M145novobiocyna",660525,661268,744,"+","szafran2019"
"SCO0620",0.307428525192247,1,"PS04M145novobiocyna",661329,661607,279,"-","szafran2019"
"SCO0621",0.304854581528421,1,"PS04M145novobiocyna",661707,662291,585,"+","szafran2019"
"SCO0622",2.55694812455156,1.47e-16,"PS04M145novobiocyna",662373,663014,642,"+","szafran2019"
"SCO0623",1.86059694333458,0.000374,"PS04M145novobiocyna",663067,664686,1620,"+","szafran2019"
"SCO0624",-Inf,1,"PS04M145novobiocyna",664769,665773,1005,"-","szafran2019"
"SCO0625",0,1,"PS04M145novobiocyna",665816,667096,1281,"-","szafran2019"
"SCO0626",Inf,1,"PS04M145novobiocyna",667100,667744,645,"-","szafran2019"
"SCO0627",Inf,1,"PS04M145novobiocyna",667741,669870,2130,"-","szafran2019"
"SCO0628",0.678071905112638,1,"PS04M145novobiocyna",669972,671570,1599,"-","szafran2019"
"SCO0629",0.263034405833794,1,"PS04M145novobiocyna",671618,672727,1110,"-","szafran2019"
"SCO0630",0.443606651475615,1,"PS04M145novobiocyna",672882,673403,522,"-","szafran2019"
"SCO0631",0.351472370501378,1,"PS04M145novobiocyna",673451,673633,183,"-","szafran2019"
"SCO0632",0.584962500721156,1,"PS04M145novobiocyna",673733,674317,585,"+","szafran2019"
"SCO0633",0.415037499278844,1,"PS04M145novobiocyna",674317,675069,753,"+","szafran2019"
"SCO0635",2.32192809488736,1,"PS04M145novobiocyna",676130,677023,894,"+","szafran2019"
"SCO0636",1.58496250072116,1,"PS04M145novobiocyna",677227,678861,1635,"+","szafran2019"
"SCO0637",0.0360692547075217,1,"PS04M145novobiocyna",678937,679392,456,"+","szafran2019"
"SCO0638",0.584962500721156,1,"PS04M145novobiocyna",679529,680188,660,"-","szafran2019"
"SCO0639",0,1,"PS04M145novobiocyna",680496,681428,933,"-","szafran2019"
"SCO0640",0.166649869409451,1,"PS04M145novobiocyna",681435,681863,429,"-","szafran2019"
"SCO0641",0.390603990794104,1,"PS04M145novobiocyna",681960,682535,576,"+","szafran2019"
"SCO0642",1,1,"PS04M145novobiocyna",682600,684345,1746,"-","szafran2019"
"SCO0643",NA,1,"PS04M145novobiocyna",684409,685095,687,"-","szafran2019"
"SCO0644",0.584962500721156,1,"PS04M145novobiocyna",685288,687444,2157,"-","szafran2019"
"SCO0645",-0.129283016944966,1,"PS04M145novobiocyna",687554,688567,1014,"-","szafran2019"
"SCO0646",1.47393118833241,0.507228842,"PS04M145novobiocyna",688679,689263,585,"+","szafran2019"
"SCO0647",1.58496250072116,1,"PS04M145novobiocyna",689364,690161,798,"+","szafran2019"
"SCO0648",0.736965594166206,1,"PS04M145novobiocyna",690228,690923,696,"+","szafran2019"
"SCO0649",Inf,1,"PS04M145novobiocyna",690966,691283,318,"+","szafran2019"
"SCO0650",Inf,1,"PS04M145novobiocyna",691320,691832,513,"+","szafran2019"
"SCO0651",-Inf,1,"PS04M145novobiocyna",691829,692614,786,"+","szafran2019"
"SCO0652",NA,1,"PS04M145novobiocyna",692619,692897,279,"+","szafran2019"
"SCO0653",1.58496250072116,1,"PS04M145novobiocyna",692894,693445,552,"+","szafran2019"
"SCO0654",Inf,1,"PS04M145novobiocyna",693442,694416,975,"+","szafran2019"
"SCO0655",2.32192809488736,1,"PS04M145novobiocyna",694441,694785,345,"+","szafran2019"
"SCO0656",Inf,1,"PS04M145novobiocyna",694782,695624,843,"+","szafran2019"
"SCO0657",Inf,1,"PS04M145novobiocyna",695660,695869,210,"+","szafran2019"
"SCO0658",NA,1,"PS04M145novobiocyna",695866,696168,303,"+","szafran2019"
"SCO0659",0,1,"PS04M145novobiocyna",696248,697354,1107,"+","szafran2019"
"SCO0660",-1.58496250072116,1,"PS04M145novobiocyna",697480,698811,1332,"+","szafran2019"
"SCO0661",-Inf,1,"PS04M145novobiocyna",698838,699824,987,"+","szafran2019"
"SCO0662",-Inf,1,"PS04M145novobiocyna",699821,700684,864,"+","szafran2019"
"SCO0663",0.736965594166206,1,"PS04M145novobiocyna",700681,701712,1032,"+","szafran2019"
"SCO0664",0,1,"PS04M145novobiocyna",701709,703604,1896,"+","szafran2019"
"SCO0665",1,1,"PS04M145novobiocyna",703750,703977,228,"+","szafran2019"
"SCO0666",0.669851398307669,1,"PS04M145novobiocyna",704114,706393,2280,"+","szafran2019"
"SCO0667",0.485426827170242,1,"PS04M145novobiocyna",706448,707329,882,"-","szafran2019"
